drug,reactome_id,pathway_name
CHEMBL3024,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation
CHEMBL3024,R-HSA-9856651,MITF-M-dependent gene expression
CHEMBL3025,R-HSA-1430728,Metabolism
CHEMBL3025,R-HSA-1475029,Reversible hydration of carbon dioxide
CHEMBL3028,R-HSA-1234174,Cellular response to hypoxia
CHEMBL3028,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
CHEMBL3028,R-HSA-2262752,Cellular responses to stress
CHEMBL3028,R-HSA-8953897,Cellular responses to stimuli
CHEMBL3030,R-HSA-109582,Hemostasis
CHEMBL3030,R-HSA-114604,GPVI-mediated activation cascade
CHEMBL3030,R-HSA-1266738,Developmental Biology
CHEMBL3030,R-HSA-1280218,Adaptive Immune System
CHEMBL3030,R-HSA-1442490,Collagen degradation
CHEMBL3030,R-HSA-1474228,Degradation of the extracellular matrix
CHEMBL3030,R-HSA-1474244,Extracellular matrix organization
CHEMBL3030,R-HSA-1474290,Collagen formation
CHEMBL3030,R-HSA-1566977,Fibronectin matrix formation
CHEMBL3030,R-HSA-162582,Signal Transduction
CHEMBL3030,R-HSA-1643685,Disease
CHEMBL3030,R-HSA-1650814,Collagen biosynthesis and modifying enzymes
CHEMBL3030,R-HSA-168256,Immune System
CHEMBL3030,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
CHEMBL3030,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures
CHEMBL3030,R-HSA-202733,Cell surface interactions at the vascular wall
CHEMBL3030,R-HSA-212436,Generic Transcription Pathway
CHEMBL3030,R-HSA-216083,Integrin cell surface interactions
CHEMBL3030,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors
CHEMBL3030,R-HSA-2214320,Anchoring fibril formation
CHEMBL3030,R-HSA-2243919,Crosslinking of collagen fibrils
CHEMBL3030,R-HSA-3000170,Syndecan interactions
CHEMBL3030,R-HSA-3000171,Non-integrin membrane-ECM interactions
CHEMBL3030,R-HSA-3000178,ECM proteoglycans
CHEMBL3030,R-HSA-3000480,Scavenging by Class A Receptors
CHEMBL3030,R-HSA-430116,GP1b-IX-V activation signalling
CHEMBL3030,R-HSA-5653656,Vesicle-mediated transport
CHEMBL3030,R-HSA-6806834,Signaling by MET
CHEMBL3030,R-HSA-73857,RNA Polymerase II Transcription
CHEMBL3030,R-HSA-74160,Gene expression (Transcription)
CHEMBL3030,R-HSA-75892,Platelet Adhesion to exposed collagen
CHEMBL3030,R-HSA-76002,"Platelet activation, signaling and aggregation"
CHEMBL3030,R-HSA-76009,Platelet Aggregation (Plug Formation)
CHEMBL3030,R-HSA-8874081,MET activates PTK2 signaling
CHEMBL3030,R-HSA-8875878,MET promotes cell motility
CHEMBL3030,R-HSA-8878166,Transcriptional regulation by RUNX2
CHEMBL3030,R-HSA-8940973,RUNX2 regulates osteoblast differentiation
CHEMBL3030,R-HSA-8941326,RUNX2 regulates bone development
CHEMBL3030,R-HSA-8948216,Collagen chain trimerization
CHEMBL3030,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
CHEMBL3030,R-HSA-9671793,Diseases of hemostasis
CHEMBL3030,R-HSA-9734767,Developmental Cell Lineages
CHEMBL3030,R-HSA-9820448,Developmental Cell Lineages of the Exocrine Pancreas
CHEMBL3030,R-HSA-9823587,Defects of platelet adhesion to exposed collagen
CHEMBL3030,R-HSA-9845619,Enhanced cleavage of VWF variant by ADAMTS13
CHEMBL3030,R-HSA-9845620,Enhanced binding of GP1BA variant to VWF multimer:collagen 
CHEMBL3030,R-HSA-9845621,Defective VWF cleavage by ADAMTS13 variant
CHEMBL3030,R-HSA-9845622,Defective VWF binding to collagen type I 
CHEMBL3030,R-HSA-9846298,Defective binding of VWF variant to GPIb:IX:V
CHEMBL3030,R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells
CHEMBL3038,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins
CHEMBL3038,R-HSA-392499,Metabolism of proteins
CHEMBL3038,R-HSA-597592,Post-translational protein modification
CHEMBL3040,R-HSA-1640170,Cell Cycle
CHEMBL3040,R-HSA-176187,Activation of ATR in response to replication stress
CHEMBL3040,R-HSA-176974,Unwinding of DNA
CHEMBL3040,R-HSA-453279,Mitotic G1 phase and G1/S transition
CHEMBL3040,R-HSA-68962,Activation of the pre-replicative complex
CHEMBL3040,R-HSA-69002,DNA Replication Pre-Initiation
CHEMBL3040,R-HSA-69190,DNA strand elongation
CHEMBL3040,R-HSA-69205,G1/S-Specific Transcription
CHEMBL3040,R-HSA-69206,G1/S Transition
CHEMBL3040,R-HSA-69239,Synthesis of DNA
CHEMBL3040,R-HSA-69242,S Phase
CHEMBL3040,R-HSA-69278,"Cell Cycle, Mitotic"
CHEMBL3040,R-HSA-69306,DNA Replication
CHEMBL3040,R-HSA-69481,G2/M Checkpoints
CHEMBL3040,R-HSA-69620,Cell Cycle Checkpoints
CHEMBL3043,R-HSA-1430728,Metabolism
CHEMBL3043,R-HSA-71291,Metabolism of amino acids and derivatives
CHEMBL3043,R-HSA-8963684,Tyrosine catabolism
CHEMBL3043,R-HSA-8963691,Phenylalanine and tyrosine metabolism
CHEMBL3076,R-HSA-1430728,Metabolism
CHEMBL3076,R-HSA-1643685,Disease
CHEMBL3076,R-HSA-2160456,Phenylketonuria
CHEMBL3076,R-HSA-5668914,Diseases of metabolism
CHEMBL3076,R-HSA-71291,Metabolism of amino acids and derivatives
CHEMBL3076,R-HSA-8963691,Phenylalanine and tyrosine metabolism
CHEMBL3076,R-HSA-8964208,Phenylalanine metabolism
CHEMBL3079,R-HSA-1430728,Metabolism
CHEMBL3079,R-HSA-196819,Vitamin B1 (thiamin) metabolism
CHEMBL3079,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors
CHEMBL3079,R-HSA-196854,Metabolism of vitamins and cofactors
CHEMBL3080,R-HSA-168249,Innate Immune System
CHEMBL3080,R-HSA-168256,Immune System
CHEMBL3080,R-HSA-189085,Digestion of dietary carbohydrate
CHEMBL3080,R-HSA-6798695,Neutrophil degranulation
CHEMBL3080,R-HSA-8935690,Digestion
CHEMBL3080,R-HSA-8963743,Digestion and absorption
CHEMBL3123,R-HSA-109581,Apoptosis
CHEMBL3123,R-HSA-418889,Caspase activation via Dependence Receptors in the absence of ligand
CHEMBL3123,R-HSA-5357769,Caspase activation via extrinsic apoptotic signalling pathway
CHEMBL3123,R-HSA-5357801,Programmed Cell Death
CHEMBL3125,R-HSA-1266738,Developmental Biology
CHEMBL3125,R-HSA-373760,L1CAM interactions
CHEMBL3125,R-HSA-422475,Axon guidance
CHEMBL3125,R-HSA-437239,Recycling pathway of L1
CHEMBL3125,R-HSA-9675108,Nervous system development
CHEMBL3126,R-HSA-1430728,Metabolism
CHEMBL3126,R-HSA-168249,Innate Immune System
CHEMBL3126,R-HSA-168256,Immune System
CHEMBL3126,R-HSA-189445,Metabolism of porphyrins
CHEMBL3126,R-HSA-189451,Heme biosynthesis
CHEMBL3126,R-HSA-6798695,Neutrophil degranulation
CHEMBL3142,R-HSA-168249,Innate Immune System
CHEMBL3142,R-HSA-168256,Immune System
CHEMBL3142,R-HSA-1834941,STING mediated induction of host immune responses
CHEMBL3142,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA 
CHEMBL3142,R-HSA-3270619,IRF3-mediated induction of type I IFN
CHEMBL3142,R-HSA-392499,Metabolism of proteins
CHEMBL3142,R-HSA-5693532,DNA Double-Strand Break Repair
CHEMBL3142,R-HSA-5693571,Nonhomologous End-Joining (NHEJ)
CHEMBL3142,R-HSA-597592,Post-translational protein modification
CHEMBL3142,R-HSA-73894,DNA Repair
CHEMBL3142,R-HSA-8852135,Protein ubiquitination
CHEMBL3142,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins
CHEMBL3143,R-HSA-109582,Hemostasis
CHEMBL3143,R-HSA-114608,Platelet degranulation 
CHEMBL3143,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation
CHEMBL3143,R-HSA-140875,Common Pathway of Fibrin Clot Formation
CHEMBL3143,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade)
CHEMBL3143,R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation"
CHEMBL3143,R-HSA-1643685,Disease
CHEMBL3143,R-HSA-199977,ER to Golgi Anterograde Transport
CHEMBL3143,R-HSA-199991,Membrane Trafficking
CHEMBL3143,R-HSA-204005,COPII-mediated vesicle transport
CHEMBL3143,R-HSA-392499,Metabolism of proteins
CHEMBL3143,R-HSA-446203,Asparagine N-linked glycosylation
CHEMBL3143,R-HSA-5653656,Vesicle-mediated transport
CHEMBL3143,R-HSA-5694530,Cargo concentration in the ER
CHEMBL3143,R-HSA-597592,Post-translational protein modification
CHEMBL3143,R-HSA-76002,"Platelet activation, signaling and aggregation"
CHEMBL3143,R-HSA-76005,Response to elevated platelet cytosolic Ca2+
CHEMBL3143,R-HSA-948021,Transport to the Golgi and subsequent modification
CHEMBL3143,R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)
CHEMBL3143,R-HSA-9662001,Defective factor VIII causes hemophilia A
CHEMBL3143,R-HSA-9668250,Defective factor IX causes hemophilia B
CHEMBL3143,R-HSA-9671793,Diseases of hemostasis
CHEMBL3143,R-HSA-9672383,Defective factor IX causes thrombophilia
CHEMBL3143,R-HSA-9672387,Defective F8 accelerates dissociation of the A2 domain
CHEMBL3143,R-HSA-9672391,Defective F8 cleavage by thrombin
CHEMBL3143,R-HSA-9672393,Defective F8 binding to von Willebrand factor
CHEMBL3143,R-HSA-9672395,Defective F8 binding to the cell membrane
CHEMBL3143,R-HSA-9672396,Defective cofactor function of FVIIIa variant
CHEMBL3143,R-HSA-9672397,Defective F8 secretion
CHEMBL3143,R-HSA-9673202,Defective F9 variant does not activate FX
CHEMBL3143,R-HSA-9674519,Defective F8 sulfation at Y1699
CHEMBL3155,R-HSA-162582,Signal Transduction
CHEMBL3155,R-HSA-372790,Signaling by GPCR
CHEMBL3155,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL3155,R-HSA-375280,Amine ligand-binding receptors
CHEMBL3155,R-HSA-388396,GPCR downstream signalling
CHEMBL3155,R-HSA-390666,Serotonin receptors
CHEMBL3155,R-HSA-418555,G alpha (s) signalling events
CHEMBL3155,R-HSA-500792,GPCR ligand binding
CHEMBL3155,R-HSA-9706019,RHOBTB3 ATPase cycle
CHEMBL3155,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
CHEMBL3157,R-HSA-162582,Signal Transduction
CHEMBL3157,R-HSA-372790,Signaling by GPCR
CHEMBL3157,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL3157,R-HSA-375276,Peptide ligand-binding receptors
CHEMBL3157,R-HSA-388396,GPCR downstream signalling
CHEMBL3157,R-HSA-416476,G alpha (q) signalling events
CHEMBL3157,R-HSA-418594,G alpha (i) signalling events
CHEMBL3157,R-HSA-500792,GPCR ligand binding
CHEMBL3164,R-HSA-111885,Opioid Signalling
CHEMBL3164,R-HSA-111931,PKA-mediated phosphorylation of CREB
CHEMBL3164,R-HSA-111933,Calmodulin induced events
CHEMBL3164,R-HSA-111996,Ca-dependent events
CHEMBL3164,R-HSA-111997,CaM pathway
CHEMBL3164,R-HSA-112040,G-protein mediated events
CHEMBL3164,R-HSA-112043,PLC beta mediated events
CHEMBL3164,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission
CHEMBL3164,R-HSA-112315,Transmission across Chemical Synapses
CHEMBL3164,R-HSA-112316,Neuronal System
CHEMBL3164,R-HSA-1430728,Metabolism
CHEMBL3164,R-HSA-1489509,DAG and IP3 signaling
CHEMBL3164,R-HSA-162582,Signal Transduction
CHEMBL3164,R-HSA-163359,Glucagon signaling in metabolic regulation
CHEMBL3164,R-HSA-163615,PKA activation
CHEMBL3164,R-HSA-163685,Integration of energy metabolism
CHEMBL3164,R-HSA-1643685,Disease
CHEMBL3164,R-HSA-164378,PKA activation in glucagon signalling
CHEMBL3164,R-HSA-170660,Adenylate cyclase activating pathway
CHEMBL3164,R-HSA-170670,Adenylate cyclase inhibitory pathway
CHEMBL3164,R-HSA-372790,Signaling by GPCR
CHEMBL3164,R-HSA-381753,Olfactory Signaling Pathway
CHEMBL3164,R-HSA-382551,Transport of small molecules
CHEMBL3164,R-HSA-388396,GPCR downstream signalling
CHEMBL3164,R-HSA-418555,G alpha (s) signalling events
CHEMBL3164,R-HSA-418594,G alpha (i) signalling events
CHEMBL3164,R-HSA-418597,G alpha (z) signalling events
CHEMBL3164,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins
CHEMBL3164,R-HSA-445717,Aquaporin-mediated transport
CHEMBL3164,R-HSA-5358351,Signaling by Hedgehog
CHEMBL3164,R-HSA-5610787,Hedgehog 'off' state
CHEMBL3164,R-HSA-5663205,Infectious disease
CHEMBL3164,R-HSA-8953897,Cellular responses to stimuli
CHEMBL3164,R-HSA-9006925,Intracellular signaling by second messengers
CHEMBL3164,R-HSA-9634597,GPER1 signaling
CHEMBL3164,R-HSA-9658195,Leishmania infection
CHEMBL3164,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production
CHEMBL3164,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection
CHEMBL3164,R-HSA-9664323,FCGR3A-mediated IL10 synthesis
CHEMBL3164,R-HSA-9664433,Leishmania parasite growth and survival
CHEMBL3164,R-HSA-9709957,Sensory Perception
CHEMBL3164,R-HSA-977443,GABA receptor activation
CHEMBL3164,R-HSA-977444,GABA B receptor activation
CHEMBL3164,R-HSA-9824443,Parasitic Infection Pathways
CHEMBL3164,R-HSA-9855142,Cellular responses to mechanical stimuli
CHEMBL3164,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells
CHEMBL3164,R-HSA-9860931,Response of endothelial cells to shear stress
CHEMBL3164,R-HSA-991365,Activation of GABAB receptors
CHEMBL3167,R-HSA-1430728,Metabolism
CHEMBL3167,R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids
CHEMBL3167,R-HSA-2142753,Arachidonate metabolism
CHEMBL3167,R-HSA-556833,Metabolism of lipids
CHEMBL3167,R-HSA-8978868,Fatty acid metabolism
CHEMBL3167,R-HSA-9748784,Drug ADME
CHEMBL3167,R-HSA-9754706,Atorvastatin ADME
CHEMBL3191,R-HSA-162582,Signal Transduction
CHEMBL3191,R-HSA-372790,Signaling by GPCR
CHEMBL3191,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL3191,R-HSA-388396,GPCR downstream signalling
CHEMBL3191,R-HSA-391903,Eicosanoid ligand-binding receptors
CHEMBL3191,R-HSA-391906,Leukotriene receptors
CHEMBL3191,R-HSA-416476,G alpha (q) signalling events
CHEMBL3191,R-HSA-500792,GPCR ligand binding
CHEMBL3201,R-HSA-1430728,Metabolism
CHEMBL3201,R-HSA-1989781,PPARA activates gene expression
CHEMBL3201,R-HSA-211859,Biological oxidations
CHEMBL3201,R-HSA-211897,Cytochrome P450 - arranged by substrate type
CHEMBL3201,R-HSA-211945,Phase I - Functionalization of compounds
CHEMBL3201,R-HSA-211976,Endogenous sterols
CHEMBL3201,R-HSA-211981,Xenobiotics
CHEMBL3201,R-HSA-400206,Regulation of lipid metabolism by PPARalpha
CHEMBL3201,R-HSA-556833,Metabolism of lipids
CHEMBL3201,R-HSA-8937144,Aryl hydrocarbon receptor signalling
CHEMBL3230,R-HSA-162582,Signal Transduction
CHEMBL3230,R-HSA-372790,Signaling by GPCR
CHEMBL3230,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL3230,R-HSA-388396,GPCR downstream signalling
CHEMBL3230,R-HSA-418594,G alpha (i) signalling events
CHEMBL3230,R-HSA-419408,Lysosphingolipid and LPA receptors
CHEMBL3230,R-HSA-500792,GPCR ligand binding
CHEMBL3233,R-HSA-109581,Apoptosis
CHEMBL3233,R-HSA-111465,Apoptotic cleavage of cellular proteins
CHEMBL3233,R-HSA-162582,Signal Transduction
CHEMBL3233,R-HSA-1643685,Disease
CHEMBL3233,R-HSA-195253,Degradation of beta-catenin by the destruction complex
CHEMBL3233,R-HSA-195721,Signaling by WNT
CHEMBL3233,R-HSA-196299,Beta-catenin phosphorylation cascade
CHEMBL3233,R-HSA-201681,TCF dependent signaling in response to WNT
CHEMBL3233,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex
CHEMBL3233,R-HSA-392499,Metabolism of proteins
CHEMBL3233,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
CHEMBL3233,R-HSA-4791275,Signaling by WNT in cancer
CHEMBL3233,R-HSA-4839735,Signaling by AXIN mutants
CHEMBL3233,R-HSA-4839743,Signaling by CTNNB1 phospho-site mutants
CHEMBL3233,R-HSA-4839744,Signaling by APC mutants
CHEMBL3233,R-HSA-4839748,Signaling by AMER1 mutants
CHEMBL3233,R-HSA-5339716,Signaling by GSK3beta mutants
CHEMBL3233,R-HSA-5357801,Programmed Cell Death
CHEMBL3233,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
CHEMBL3233,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
CHEMBL3233,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
CHEMBL3233,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
CHEMBL3233,R-HSA-5467333,APC truncation mutants are not K63 polyubiquitinated
CHEMBL3233,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
CHEMBL3233,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
CHEMBL3233,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
CHEMBL3233,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers
CHEMBL3233,R-HSA-5688426,Deubiquitination
CHEMBL3233,R-HSA-5689896,Ovarian tumor domain proteases
CHEMBL3233,R-HSA-597592,Post-translational protein modification
CHEMBL3233,R-HSA-75153,Apoptotic execution phase
CHEMBL3240,R-HSA-168249,Innate Immune System
CHEMBL3240,R-HSA-168256,Immune System
CHEMBL3240,R-HSA-199991,Membrane Trafficking
CHEMBL3240,R-HSA-199992,trans-Golgi Network Vesicle Budding
CHEMBL3240,R-HSA-432722,Golgi Associated Vesicle Biogenesis
CHEMBL3240,R-HSA-5653656,Vesicle-mediated transport
CHEMBL3240,R-HSA-6798695,Neutrophil degranulation
CHEMBL3240,R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network
CHEMBL3240,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic
CHEMBL3240,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
CHEMBL3240,R-HSA-8856828,Clathrin-mediated endocytosis
CHEMBL3253,R-HSA-109582,Hemostasis
CHEMBL3253,R-HSA-114608,Platelet degranulation 
CHEMBL3253,R-HSA-1430728,Metabolism
CHEMBL3253,R-HSA-159418,Recycling of bile acids and salts
CHEMBL3253,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance"
CHEMBL3253,R-HSA-189445,Metabolism of porphyrins
CHEMBL3253,R-HSA-189451,Heme biosynthesis
CHEMBL3253,R-HSA-189483,Heme degradation
CHEMBL3253,R-HSA-194068,Bile acid and bile salt metabolism
CHEMBL3253,R-HSA-2168880,Scavenging of heme from plasma
CHEMBL3253,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors
CHEMBL3253,R-HSA-2262752,Cellular responses to stress
CHEMBL3253,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
CHEMBL3253,R-HSA-382551,Transport of small molecules
CHEMBL3253,R-HSA-392499,Metabolism of proteins
CHEMBL3253,R-HSA-556833,Metabolism of lipids
CHEMBL3253,R-HSA-5653656,Vesicle-mediated transport
CHEMBL3253,R-HSA-597592,Post-translational protein modification
CHEMBL3253,R-HSA-76002,"Platelet activation, signaling and aggregation"
CHEMBL3253,R-HSA-76005,Response to elevated platelet cytosolic Ca2+
CHEMBL3253,R-HSA-8953897,Cellular responses to stimuli
CHEMBL3253,R-HSA-8957275,Post-translational protein phosphorylation
CHEMBL3253,R-HSA-8957322,Metabolism of steroids
CHEMBL3253,R-HSA-8963899,Plasma lipoprotein remodeling
CHEMBL3253,R-HSA-8964058,HDL remodeling
CHEMBL3253,R-HSA-9707564,Cytoprotection by HMOX1
CHEMBL3253,R-HSA-9711123,Cellular response to chemical stress
CHEMBL3253,R-HSA-9748784,Drug ADME
CHEMBL3253,R-HSA-9749641,Aspirin ADME
CHEMBL3253,R-HSA-9757110,Prednisone ADME
CHEMBL3253,R-HSA-9793528,Ciprofloxacin ADME
CHEMBL3254,R-HSA-112310,Neurotransmitter release cycle
CHEMBL3254,R-HSA-112311,Neurotransmitter clearance
CHEMBL3254,R-HSA-112315,Transmission across Chemical Synapses
CHEMBL3254,R-HSA-112316,Neuronal System
CHEMBL3254,R-HSA-1280215,Cytokine Signaling in Immune system
CHEMBL3254,R-HSA-140179,Amine Oxidase reactions
CHEMBL3254,R-HSA-141333,Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB
CHEMBL3254,R-HSA-1430728,Metabolism
CHEMBL3254,R-HSA-1643685,Disease
CHEMBL3254,R-HSA-168256,Immune System
CHEMBL3254,R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle
CHEMBL3254,R-HSA-211859,Biological oxidations
CHEMBL3254,R-HSA-211945,Phase I - Functionalization of compounds
CHEMBL3254,R-HSA-379397,Enzymatic degradation of dopamine by COMT
CHEMBL3254,R-HSA-379398,Enzymatic degradation of Dopamine by monoamine oxidase
CHEMBL3254,R-HSA-379401,Dopamine clearance from the synaptic cleft
CHEMBL3254,R-HSA-380612,Metabolism of serotonin
CHEMBL3254,R-HSA-380615,Serotonin clearance from the synaptic cleft
CHEMBL3254,R-HSA-449147,Signaling by Interleukins
CHEMBL3254,R-HSA-5579012,Defective MAOA causes BRUNS
CHEMBL3254,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes
CHEMBL3254,R-HSA-5668914,Diseases of metabolism
CHEMBL3254,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
CHEMBL3256,R-HSA-109582,Hemostasis
CHEMBL3256,R-HSA-1643685,Disease
CHEMBL3256,R-HSA-202733,Cell surface interactions at the vascular wall
CHEMBL3256,R-HSA-210991,Basigin interactions
CHEMBL3256,R-HSA-382551,Transport of small molecules
CHEMBL3256,R-HSA-397014,Muscle contraction
CHEMBL3256,R-HSA-5576891,Cardiac conduction
CHEMBL3256,R-HSA-5578775,Ion homeostasis
CHEMBL3256,R-HSA-5663205,Infectious disease
CHEMBL3256,R-HSA-936837,Ion transport by P-type ATPases
CHEMBL3256,R-HSA-9679191,Potential therapeutics for SARS
CHEMBL3256,R-HSA-9679506,SARS-CoV Infections
CHEMBL3256,R-HSA-9824446,Viral Infection Pathways
CHEMBL3256,R-HSA-983712,Ion channel transport
CHEMBL3276,R-HSA-1280215,Cytokine Signaling in Immune system
CHEMBL3276,R-HSA-162582,Signal Transduction
CHEMBL3276,R-HSA-168256,Immune System
CHEMBL3276,R-HSA-449147,Signaling by Interleukins
CHEMBL3276,R-HSA-451927,Interleukin-2 family signaling
CHEMBL3276,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling"
CHEMBL3276,R-HSA-5673001,RAF/MAP kinase cascade
CHEMBL3276,R-HSA-5683057,MAPK family signaling cascades
CHEMBL3276,R-HSA-5684996,MAPK1/MAPK3 signaling
CHEMBL3276,R-HSA-8983432,Interleukin-15 signaling
CHEMBL3276,R-HSA-9020558,Interleukin-2 signaling
CHEMBL3276,R-HSA-912526,Interleukin receptor SHC signaling
CHEMBL3311,R-HSA-1430728,Metabolism
CHEMBL3311,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance"
CHEMBL3311,R-HSA-196854,Metabolism of vitamins and cofactors
CHEMBL3311,R-HSA-199991,Membrane Trafficking
CHEMBL3311,R-HSA-2187338,Visual phototransduction
CHEMBL3311,R-HSA-382551,Transport of small molecules
CHEMBL3311,R-HSA-5653656,Vesicle-mediated transport
CHEMBL3311,R-HSA-6806667,Metabolism of fat-soluble vitamins
CHEMBL3311,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
CHEMBL3311,R-HSA-8856828,Clathrin-mediated endocytosis
CHEMBL3311,R-HSA-8964026,Chylomicron clearance
CHEMBL3311,R-HSA-8964038,LDL clearance
CHEMBL3311,R-HSA-8964043,Plasma lipoprotein clearance
CHEMBL3311,R-HSA-9709957,Sensory Perception
CHEMBL3311,R-HSA-975634,Retinoid metabolism and transport
CHEMBL3351,R-HSA-1430728,Metabolism
CHEMBL3351,R-HSA-163685,Integration of energy metabolism
CHEMBL3351,R-HSA-163765,ChREBP activates metabolic gene expression
CHEMBL3351,R-HSA-1643685,Disease
CHEMBL3351,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF)
CHEMBL3351,R-HSA-196780,Biotin transport and metabolism
CHEMBL3351,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors
CHEMBL3351,R-HSA-196854,Metabolism of vitamins and cofactors
CHEMBL3351,R-HSA-200425,Carnitine shuttle
CHEMBL3351,R-HSA-2426168,Activation of gene expression by SREBF (SREBP)
CHEMBL3351,R-HSA-3296482,Defects in vitamin and cofactor metabolism
CHEMBL3351,R-HSA-3323169,Defects in biotin (Btn) metabolism
CHEMBL3351,R-HSA-3371599,Defective HLCS causes multiple carboxylase deficiency
CHEMBL3351,R-HSA-556833,Metabolism of lipids
CHEMBL3351,R-HSA-5668914,Diseases of metabolism
CHEMBL3351,R-HSA-75105,Fatty acyl-CoA biosynthesis
CHEMBL3351,R-HSA-8957322,Metabolism of steroids
CHEMBL3351,R-HSA-8978868,Fatty acid metabolism
CHEMBL3371,R-HSA-162582,Signal Transduction
CHEMBL3371,R-HSA-372790,Signaling by GPCR
CHEMBL3371,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL3371,R-HSA-375280,Amine ligand-binding receptors
CHEMBL3371,R-HSA-388396,GPCR downstream signalling
CHEMBL3371,R-HSA-390666,Serotonin receptors
CHEMBL3371,R-HSA-418555,G alpha (s) signalling events
CHEMBL3371,R-HSA-500792,GPCR ligand binding
CHEMBL3373,R-HSA-162582,Signal Transduction
CHEMBL3373,R-HSA-199991,Membrane Trafficking
CHEMBL3373,R-HSA-372790,Signaling by GPCR
CHEMBL3373,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
CHEMBL3373,R-HSA-375280,Amine ligand-binding receptors
CHEMBL3373,R-HSA-388396,GPCR downstream signalling
CHEMBL3373,R-HSA-390696,Adrenoceptors
CHEMBL3373,R-HSA-392499,Metabolism of proteins
CHEMBL3373,R-HSA-418555,G alpha (s) signalling events
CHEMBL3373,R-HSA-500792,GPCR ligand binding
CHEMBL3373,R-HSA-5653656,Vesicle-mediated transport
CHEMBL3373,R-HSA-5688426,Deubiquitination
CHEMBL3373,R-HSA-5689880,Ub-specific processing proteases
CHEMBL3373,R-HSA-597592,Post-translational protein modification
CHEMBL3373,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
CHEMBL3373,R-HSA-8856828,Clathrin-mediated endocytosis
CHEMBL3379,R-HSA-1430728,Metabolism
CHEMBL3379,R-HSA-211859,Biological oxidations
CHEMBL3379,R-HSA-211897,Cytochrome P450 - arranged by substrate type
CHEMBL3379,R-HSA-211935,Fatty acids
