,pagerank
LIPC,0.00023422821519461452
LMNA,0.00023412894684056977
HLA-C,0.0002339321958691476
RPS3,0.00023378546691656406
MAP2K4,0.000233740649507751
PLD1,0.00023357996195683047
PPP3CA,0.00023350365361118607
OLIG2,0.0002333966931780188
HDAC5,0.0002332051355846206
HIST1H3C,0.00023302687716360605
COL4A1,0.00023290142505558422
RUVBL2,0.00023276011219205238
C4A,0.0002322262636431356
IL7,0.00023168703394249834
NBN,0.00023134918319554911
HIST1H3F,0.0002311024008383864
ESCO2,0.00023076931413442943
USH1C,0.00023064050902775048
SLC2A4,0.00023060427319702867
FZD4,0.00023059618326597907
CD163,0.00023047488805188684
CCT5,0.0002304384221726316
NUP153,0.000230360257227837
TJP3,0.00023023771143590996
TALDO1,0.00023021781586815302
CCT2,0.00023009063545579285
STUB1,0.00023008200412911813
RPS6,0.00023002955331732016
AADAC,0.0002299333535119802
INCENP,0.0002296510466064478
HIST1H2BM,0.00022960182717733475
RPS18,0.00022956810119511008
ITK,0.00022944389777234878
PLIN1,0.00022943918774360946
VEGFC,0.00022930797868618498
PROM1,0.00022927647378474775
EPOR,0.0002291983098705907
SOCS1,0.0002291276143531443
KCNQ4,0.00022899190749994667
WNT4,0.0002288818574187361
F2R,0.0002288379061820392
LATS1,0.00022874554734411825
ADRBK1,0.00022869974983701224
RUNX3,0.0002286624275961953
FANCM,0.0002286201517558819
HSPA1A,0.00022854774388559028
RHO,0.00022849624248738606
CCNE2,0.00022843339390121823
HLA-B,0.00022838054422557
NEDD4L,0.00022838024169784778
PLA2G4A,0.00022808946810322616
ERCC4,0.00022808753367965426
PNPLA2,0.00022793653550871602
H3F3A,0.0002279207870185236
ALDH3A2,0.00022774470141757267
HLA-DRB1,0.00022773983003347947
HAP1,0.00022758811650058167
RAPGEF3,0.00022745652781188606
BCL9,0.00022703485369948462
WNT2,0.00022694653704167202
DNA2,0.00022693801178022544
TFRC,0.00022675623233073158
MBOAT2,0.00022674107767055307
NES,0.0002266244629149989
STK11,0.00022654085358248644
AKAP9,0.00022650353918814077
LDB3,0.00022605642270887228
HIST1H4B,0.00022567254794851697
ADAMTS14,0.000225445841917736
CCR3,0.00022538316640335803
WNT5B,0.00022479129129783737
HSPD1,0.00022477520819949527
LIN7A,0.00022468649814554303
VCAM1,0.0002243960058250556
MUC5B,0.00022426859525068125
THBS2,0.00022421228279629045
GPC4,0.00022398891204931348
ACVR2B,0.0002239376653281944
EVPL,0.00022384740121892505
KCNMA1,0.00022355093593718218
CXCR3,0.00022353264747008018
WNT9B,0.00022338209511001253
ROBO1,0.00022326943232943455
GPC5,0.00022321663082489155
RSAD2,0.00022319005394383557
FMOD,0.00022317539551485832
