drug,n_pathways_her2,mean_pathway_score_her2,max_pathway_score_her2,sum_pathway_score_her2,her2_pathway_overlap_jaccard,n_shared_pathways_her2,her2_pathway_enrichment_similarity,n_families_her2,n_targets_with_family_her2
CHEMBL2335,6,0.0004810074838911,0.0005641791011353,0.0028860449033467,0.0033821871476888,6,0.042279613766091,1,1
CHEMBL235,30,0.0005337886468171,0.0007286919515019,0.0160136594045145,0.0169109357384441,30,0.1049140161802203,1,1
CHEMBL236,11,0.0004854877605859,0.0005706336189103,0.0053403653664458,0.0062006764374295,11,0.0577800855751865,1,1
CHEMBL2360,6,0.0004653638041366,0.0005001339661636,0.0027921828248198,0.0033726812816188,6,0.0302100233765533,0,0
CHEMBL237,12,0.0004744602303358,0.0005277667113639,0.0056935227640307,0.0067643742953776,12,0.058978536394211,1,1
CHEMBL238,6,0.0005173718723323,0.0008108424355144,0.0031042312339939,0.0033707865168539,6,0.0321563682798996,1,1
CHEMBL2388,3,0.0005579803834799,0.0008610914290072,0.0016739411504397,0.0016901408450704,3,0.0300340391568953,1,1
CHEMBL239,33,0.0005043441873109,0.0006011135964601,0.0166433581812625,0.0186020293122886,33,0.1039650920310922,1,1
CHEMBL2392,10,0.0004661675205636,0.0006530297142755,0.0046616752056363,0.0056274620146314,10,0.0463952893834034,1,1
CHEMBL2399,16,0.0005067251062054,0.0013920415506414,0.0081076016992871,0.0089938167509836,16,0.0634872199673153,1,1
CHEMBL240,5,0.0004040709421515,0.0004876563641275,0.0020203547107579,0.0028169014084507,5,0.0295975356247199,1,1
CHEMBL2401,13,0.0004831609819992,0.0007266500777587,0.0062810927659899,0.0073239436619718,13,0.060238582300844,1,1
CHEMBL241,4,0.0005162578536757,0.0005393420828279,0.002065031414703,0.0022547914317925,4,0.037051024376282,1,1
CHEMBL2412,57,0.0006445032427863,0.000982898792931,0.0367366848388199,0.0321307779030439,57,0.1746087837439167,1,1
CHEMBL2413,12,0.0004652881475701,0.0005542816278236,0.0055834577708423,0.0067643742953776,12,0.0578383860030514,1,1
CHEMBL2414,8,0.0004424667064797,0.0005267415572554,0.0035397336518381,0.0045095828635851,8,0.0449085614639286,1,1
CHEMBL2419,4,0.0004698524720495,0.0005106120661872,0.0018794098881981,0.0022535211267605,4,0.0301606056227766,0,0
CHEMBL242,16,0.0005704654079022,0.000681624752395,0.0091274465264358,0.0090191657271702,16,0.0818828327105214,1,1
CHEMBL2421,7,0.000480734304752,0.0005588159531146,0.0033651401332642,0.0039458850056369,7,0.0456412664472404,1,1
CHEMBL2428,7,0.0004738341724261,0.0005359246183143,0.003316839206983,0.0039458850056369,7,0.0449861628382519,1,1
CHEMBL2430,6,0.0004711853609659,0.0006680225852612,0.0028271121657955,0.0033821871476888,6,0.0414162684387338,1,1
CHEMBL2433,3,0.0004544379644272,0.0004922029096758,0.0013633138932818,0.0016910935738444,3,0.0282448183327327,1,1
CHEMBL2434,11,0.000463021527951,0.0005641791011353,0.0050932368074619,0.0062006764374295,11,0.0551062780158983,1,1
CHEMBL2438,3,0.0005178343852079,0.0005641791011353,0.0015535031556238,0.0016910935738444,3,0.0321851149805957,1,1
CHEMBL2439,4,0.0004796844090865,0.0005641791011353,0.001918737636346,0.0022535211267605,4,0.0307917338877544,1,1
CHEMBL244,12,0.0004054592950137,0.0005446992870151,0.0048655115401648,0.0067340067340067,12,0.0390406519720608,1,1
CHEMBL2441,3,0.0004487928872342,0.0004922029096758,0.0013463786617028,0.0016910935738444,3,0.0278939581663898,1,1
CHEMBL2442,11,0.0004860665176556,0.0005359246183143,0.0053467316942124,0.0062006764374295,11,0.0578489660614302,1,1
CHEMBL2443,6,0.000532606433883,0.0006633260501688,0.0031956386032981,0.0033821871476888,6,0.0468150601977033,1,1
CHEMBL2447,2,0.0004888382773465,0.0004949681406336,0.0009776765546931,0.0011254924029262,2,0.0156896678994311,1,1
CHEMBL245,12,0.0004620288396406,0.0005917841338324,0.0055443460756877,0.0067643742953776,12,0.0574332325274749,1,1
CHEMBL2457,5,0.0004016976586688,0.0005106120661872,0.0020084882933441,0.0028184892897406,5,0.0322320445869283,1,1
CHEMBL246,8,0.0004370172287566,0.0005393420828279,0.0034961378300532,0.0045095828635851,8,0.0443554617579151,1,1
CHEMBL2465,2,0.0004888382773465,0.0004949681406336,0.0009776765546931,0.0011261261261261,2,0.0175415819837621,1,1
CHEMBL2468,3,0.00057712187061,0.0006380694815731,0.0017313656118301,0.0016901408450704,3,0.0310643552594118,1,1
CHEMBL2469,2,0.0004888382773465,0.0004949681406336,0.0009776765546931,0.0011261261261261,2,0.0175415819837621,1,1
CHEMBL2476,8,0.0004723686899909,0.000584925819992,0.0037789495199273,0.0045095828635851,8,0.047943490521278,1,1
CHEMBL248,17,0.0005968799803776,0.0011912537175731,0.0101469596664193,0.0095774647887323,17,0.0858229096069226,1,1
CHEMBL2484,3,0.0004943842959022,0.000500467121225,0.0014831528877067,0.0016872890888638,3,0.0201159456810354,1,1
CHEMBL2487,66,0.0005761111624311,0.0008717589519336,0.0380233367204551,0.0372040586245772,66,0.1679506969190825,1,1
CHEMBL249,11,0.0005036241350105,0.0006049246784944,0.0055398654851163,0.0061971830985915,11,0.0573868186137998,1,1
CHEMBL2490,7,0.0004601569751573,0.000591415289828,0.0032210988261017,0.0039436619718309,7,0.0408660449743892,1,1
CHEMBL2492,3,0.0004943842959022,0.000500467121225,0.0014831528877067,0.0016882386043894,3,0.0217277046436747,1,1
CHEMBL2493,6,0.0005129386177646,0.0005740803409001,0.0030776317065881,0.0033802816901408,6,0.0417418006930393,1,1
CHEMBL2494,33,0.0004574272534635,0.0005740803409001,0.0150950993642986,0.0185915492957746,33,0.0928966536889352,1,1
CHEMBL2498,137,0.0007208670478084,0.0011322276226046,0.0987587855497612,0.0772266065388951,137,0.3027743006720592,1,1
CHEMBL250,14,0.0005000087211702,0.000591415289828,0.0070001220963828,0.0078917700112739,14,0.0671344058636025,1,1
CHEMBL2502,5,0.0004045942020548,0.0005106120661872,0.002022971010274,0.0028184892897406,5,0.0324644619624083,0,0
CHEMBL2503,3,0.0005579803834799,0.0008610914290072,0.0016739411504397,0.0016901408450704,3,0.0300340391568953,1,1
CHEMBL2506,156,0.0007099388140156,0.0011322276226046,0.1107504549864372,0.0879368658399098,156,0.318190180115149,1,1
CHEMBL2508,28,0.0005472936029827,0.0009785871414853,0.0153242208835165,0.0157835400225479,28,0.1039209097902399,1,1
CHEMBL251,12,0.0005028163622999,0.0006632578307366,0.006033796347599,0.0067529544175576,12,0.0559047321250476,1,1
CHEMBL2514,7,0.0004700817472259,0.000591415289828,0.0032905722305815,0.0039458850056369,7,0.044629904845649,1,1
CHEMBL2517,3,0.0004831774535324,0.0005375849566791,0.0014495323605973,0.0016910935738444,3,0.0300310723702316,1,1
CHEMBL252,7,0.0004700817472259,0.000591415289828,0.0032905722305815,0.0039458850056369,7,0.044629904845649,1,1
CHEMBL2524,6,0.0004722272092283,0.0005641791011353,0.00283336325537,0.0033783783783783,6,0.035946848101792,1,1
CHEMBL2527,24,0.0006433673439344,0.0009904448266841,0.015440816254426,0.0135287485907553,24,0.1131014536040751,1,1
CHEMBL253,6,0.0004615845661526,0.0005267415572554,0.0027695073969161,0.0033821871476888,6,0.0405723774180203,1,1
CHEMBL2531,4,0.0004510711359871,0.0005446992870151,0.0018042845439487,0.0022547914317925,4,0.0323726748869887,1,1
CHEMBL2534,75,0.00059666531052,0.0009008850903377,0.0447498982890059,0.0422297297297297,75,0.1829996430135773,1,1
CHEMBL2536,16,0.0005628632065922,0.0008508302241145,0.0090058113054765,0.0090039392234102,16,0.0741394901734423,1,1
CHEMBL254,7,0.0004875675135496,0.0005393420828279,0.0034129725948477,0.0039458850056369,7,0.046290016287516,1,1
CHEMBL255,14,0.0004850244664118,0.0005393420828279,0.0067903425297662,0.0078784468204839,14,0.0590977265401346,1,1
CHEMBL2552,7,0.0004398409851254,0.0005376933654451,0.0030788868958784,0.0039458850056369,7,0.0417588247772011,1,1
CHEMBL2553,50,0.0006054889109259,0.0010216173209454,0.0302744455462986,0.0281531531531531,50,0.1506531021664069,1,1
CHEMBL2559,5,0.0003810819004499,0.0004922029096758,0.0019054095022496,0.0028184892897406,5,0.0305778451566728,1,1
CHEMBL256,6,0.0004615845661526,0.0005267415572554,0.0027695073969161,0.0033783783783783,6,0.0351367095359357,1,1
CHEMBL2575,10,0.0005392308218352,0.0007531305817134,0.0053923082183522,0.0056338028169014,10,0.0583420812856352,1,1
CHEMBL258,53,0.0005962379916389,0.0007980572120485,0.031600613556864,0.0298759864712514,53,0.1557618629155077,1,1
CHEMBL2581,17,0.0005090911502731,0.0007589170980432,0.0086545495546434,0.0095774647887323,17,0.0732001159494994,1,1
CHEMBL2582,62,0.0006055255124287,0.0008164272566713,0.0375425817705807,0.0349492671927846,62,0.1710928431057326,1,1
CHEMBL259,10,0.0004761813962066,0.0005393420828279,0.0047618139620667,0.0056369785794813,10,0.0540351021283365,1,1
CHEMBL2595,3,0.0004266200332487,0.0005106120661872,0.0012798600997461,0.0016901408450704,3,0.0229633929132009,1,1
CHEMBL2597,75,0.0005563924074266,0.0010407767110391,0.0417294305570024,0.042016806722689,75,0.1614718366951834,1,1
CHEMBL2599,47,0.0005826676670701,0.0007538648441844,0.0273853803522966,0.0264937993235625,47,0.1433419805376728,1,1
CHEMBL2600,18,0.0005004724030196,0.0006157291586884,0.0090085032543544,0.0101465614430665,18,0.0761938537166709,1,1
CHEMBL2608,10,0.000766722955599,0.0013920415506414,0.0076672295559904,0.0056306306306306,10,0.0794239342060075,1,1
CHEMBL2609,3,0.0005266405306448,0.0007670718705019,0.0015799215919345,0.0016910935738444,3,0.0327324459642435,1,1
CHEMBL2626,12,0.0004596336361962,0.0005145978562165,0.0055156036343551,0.0067567567567567,12,0.0528971877737522,1,1
CHEMBL2632,28,0.0005161019457721,0.0007493319941873,0.0144508544816215,0.0157835400225479,28,0.0979981922990831,1,1
CHEMBL2634,35,0.0006596527361642,0.0010881070898468,0.0230878457657474,0.0197294250281848,35,0.1400402711281034,1,1
CHEMBL264,5,0.0004205883958036,0.000512515965027,0.0021029419790182,0.0028169014084507,5,0.0308074120892145,1,1
CHEMBL2641,3,0.0003932102185026,0.0005224229821941,0.0011796306555079,0.0016910935738444,3,0.0244393119799711,1,1
CHEMBL2650,17,0.0004513093606736,0.0005507366545556,0.0076722591314524,0.0095774647887323,17,0.0648919108349886,1,1
CHEMBL2652,8,0.0004771662920854,0.0005446992870151,0.0038173303366838,0.0045095828635851,8,0.0484304275165081,1,1
CHEMBL2655,46,0.0004529967520068,0.0005548187973998,0.0208378505923154,0.0259301014656144,46,0.1102497355771506,1,1
CHEMBL2656,2,0.0006248901422807,0.0007670718705019,0.0012497802845615,0.0011267605633802,2,0.0258926555852029,1,1
CHEMBL267,168,0.0007300969893755,0.0019745899272412,0.1226562942150844,0.0947012401352874,168,0.3395773782762411,1,1
CHEMBL268,14,0.00048636162128,0.0006051128525361,0.0068090626979212,0.0078873239436619,14,0.063087781592333,1,1
CHEMBL2692,3,0.0005613785489136,0.000626279079074,0.0016841356467409,0.0016910935738444,3,0.0348915283738281,1,1
CHEMBL271,23,0.0005491065705385,0.0011512315270704,0.0126294511223862,0.0129650507328072,23,0.0944983250859193,1,1
CHEMBL2736,8,0.000428782650992,0.0005267415572554,0.0034302612079361,0.0045070422535211,8,0.0410307532458,1,1
CHEMBL274,19,0.0004913474388517,0.0005876112742562,0.009335601338183,0.0107102593010146,19,0.0768544554397331,1,1
CHEMBL275,6,0.0004789384186699,0.0005267415572554,0.0028736305120198,0.0033821871476888,6,0.0420977469940813,1,1
CHEMBL2754,32,0.0005838301339297,0.0008615599110383,0.0186825642857533,0.0180383314543404,32,0.1185127426317682,1,1
CHEMBL278,16,0.0005353530065823,0.0007688162927665,0.0085656481053172,0.0090140845070422,16,0.074548570583597,1,1
CHEMBL279,18,0.0005775583492877,0.0008021831037283,0.0103960502871801,0.0101465614430665,18,0.0879297162300165,1,1
CHEMBL2796,10,0.0005578087598297,0.0007108704260096,0.0055780875982974,0.0056274620146314,10,0.055515877214288,1,1
CHEMBL280,11,0.0004545696047478,0.0006281476404356,0.0050002656522258,0.0062006764374295,11,0.0541003765584226,1,1
CHEMBL281,2,0.0004606987727089,0.0004827084140595,0.0009213975454179,0.0011248593925759,2,0.0134981726376191,1,1
CHEMBL2835,56,0.0006105282011319,0.0011079266601694,0.0341895792633885,0.0315670800450958,56,0.1639469325656632,1,1
CHEMBL2847,33,0.0005043441873109,0.0006011135964601,0.0166433581812625,0.0186020293122886,33,0.1039650920310922,1,1
CHEMBL2849,16,0.000673001156375,0.0013920415506414,0.010768018502001,0.0090191657271702,16,0.0966004955569394,1,1
CHEMBL2882,7,0.0004527179455859,0.0005393420828279,0.0031690256191016,0.0039436619718309,7,0.0402053927764551,1,1
CHEMBL2883,7,0.0005216266551142,0.0005797088551034,0.0036513865857998,0.0039414414414414,7,0.0436757240703308,1,1
CHEMBL2885,1,0.0004827084140595,0.0004827084140595,0.0004827084140595,0.0005633802816901,1,0.0122482325587928,1,1
CHEMBL2886,10,0.0006621803787871,0.0013920415506414,0.0066218037878716,0.0056338028169014,10,0.0716446091739934,0,0
CHEMBL2887,13,0.0005299018262158,0.0006757329605801,0.0068887237408059,0.0073074761101742,13,0.0582647743117375,1,1
CHEMBL2888,5,0.0004769580159539,0.0005267415572554,0.0023847900797695,0.0028169014084507,5,0.0349363945685437,1,1
CHEMBL2896,22,0.0005510710320522,0.0011512315270704,0.012123562705149,0.012401352874859,22,0.0927518274733778,1,1
CHEMBL2897,37,0.0006207251585266,0.0008160732180989,0.0229668308654852,0.0208568207440811,37,0.1354889142904694,1,1
CHEMBL2918,79,0.0005444793867176,0.0009284255444277,0.0430138715506951,0.044532130777903,79,0.1736594978075103,1,1
CHEMBL2938,27,0.0004734161139927,0.0005532991303434,0.0127822350778038,0.0152198421645997,27,0.0882731187679099,1,1
CHEMBL2940,9,0.0007243376135608,0.0013721813080025,0.0065190385220474,0.0050732807215332,9,0.0779768783727521,1,1
CHEMBL2959,7,0.0005560298104004,0.0006598667905231,0.0038922086728028,0.0039458850056369,7,0.0527898768160189,1,1
CHEMBL2960,51,0.0004562445822701,0.0005740803409001,0.0232684736957789,0.0287485907553551,51,0.1169193415856734,1,1
CHEMBL2963,4,0.00041941625807,0.0004494411097803,0.00167766503228,0.0022547914317925,4,0.0301008534609554,1,1
CHEMBL2964,34,0.0006495763435736,0.0009848898862814,0.0220855956815024,0.0191441441441441,34,0.1320874084745686,1,1
CHEMBL2971,65,0.0006379250198512,0.0008965658933728,0.0414651262903286,0.036640360766629,65,0.1845567214994302,1,1
CHEMBL2972,4,0.0005843659954937,0.0006783527302884,0.0023374639819749,0.0022547914317925,4,0.041939039938186,1,1
CHEMBL2979,5,0.0004702159830564,0.0005375849566791,0.0023510799152821,0.0028184892897406,5,0.0377299249928075,1,1
CHEMBL3023,3,0.0004266200332487,0.0005106120661872,0.0012798600997461,0.0016901408450704,3,0.0229633929132009,1,1
CHEMBL3024,51,0.0005978293133401,0.000982898792931,0.0304892949803484,0.0287485907553551,51,0.1532024979859584,1,1
CHEMBL3025,1,0.0004827084140595,0.0004827084140595,0.0004827084140595,0.0005633802816901,1,0.0122482325587928,1,1
CHEMBL3028,4,0.0007753957967466,0.0010171757063439,0.0031015831869866,0.0022547914317925,4,0.0556489520924012,0,0
CHEMBL3030,50,0.0004854768567117,0.0007379277246919,0.0242738428355885,0.0281848928974069,50,0.1231847896105678,1,1
CHEMBL3038,3,0.0004370185785079,0.000513848015323,0.0013110557355239,0.0016910935738444,3,0.0271621460446053,1,1
CHEMBL3040,15,0.0004785072584437,0.0005797088551034,0.0071776088766563,0.008455467869222,15,0.0665024602143716,1,1
CHEMBL3043,2,0.0006248901422807,0.0007670718705019,0.0012497802845615,0.0011261261261261,2,0.0224236975082267,1,1
CHEMBL3076,4,0.0005516558779014,0.0007670718705019,0.0022066235116058,0.0022509848058525,4,0.029928349980555,1,1
CHEMBL3079,3,0.0004041123412729,0.0004827084140595,0.0012123370238187,0.0016901408450704,3,0.021751886340302,1,1
CHEMBL3080,3,0.0005178343852079,0.0005641791011353,0.0015535031556238,0.0016882386043894,3,0.022758313056048,1,1
CHEMBL3123,3,0.00057712187061,0.0006380694815731,0.0017313656118301,0.0016901408450704,3,0.0310643552594118,1,1
CHEMBL3125,5,0.0005773996431622,0.0006376509884904,0.0028869982158112,0.0028184892897406,5,0.0463302950396959,1,1
CHEMBL3126,6,0.0005776279456426,0.0007147780520863,0.0034657676738559,0.0033821871476888,6,0.0507723627181657,0,0
CHEMBL3142,10,0.0005945334204061,0.0009117789497089,0.005945334204061,0.0056306306306306,10,0.0615870216494481,1,1
CHEMBL3143,22,0.000445599259169,0.0005532991303434,0.0098031837017197,0.0123387549074593,22,0.0631814875273313,1,1
CHEMBL3155,8,0.000463118779677,0.0005393420828279,0.003704950237416,0.0045045045045045,8,0.042042248196585,1,1
CHEMBL3157,8,0.0004691699088818,0.000591415289828,0.0037533592710551,0.0045095828635851,8,0.0476188273185079,1,1
CHEMBL3164,48,0.0004491522096716,0.0005548187973998,0.0215593060642373,0.0270574971815107,48,0.1116651649639982,1,1
CHEMBL3167,6,0.0004285264250137,0.0005106120661872,0.0025711585500825,0.0033802816901408,6,0.0348725247137279,1,1
CHEMBL3191,6,0.0004830226077117,0.000591415289828,0.0028981356462705,0.0033783783783783,6,0.0367686147046002,1,1
CHEMBL3201,9,0.0004431579291259,0.0005106120661872,0.0039884213621332,0.0050704225352112,9,0.0452589616794196,1,1
CHEMBL3230,6,0.0004615845661526,0.0005267415572554,0.0027695073969161,0.0033802816901408,6,0.0375627225091612,1,1
CHEMBL3233,30,0.0004920122449382,0.0011766986999204,0.0147603673481486,0.0169014084507042,30,0.0951305202352051,1,1
CHEMBL3240,10,0.0005211234989219,0.0006049246784944,0.0052112349892198,0.0056338028169014,10,0.0563829593985138,1,1
CHEMBL3253,31,0.0005348930410731,0.0007147780520863,0.0165816842732667,0.0174746335963923,31,0.1068689019782151,1,1
CHEMBL3254,13,0.0004841368027716,0.0005706336189103,0.0062937784360319,0.007286995515695,13,0.0470924282380456,1,1
CHEMBL3256,14,0.000504896560263,0.000657537317527,0.0070685518436833,0.0078917700112739,14,0.0677906787635847,1,1
CHEMBL3276,12,0.0005488452881392,0.0006271066668271,0.0065861434576709,0.0067643742953776,12,0.0682250897580946,1,1
CHEMBL3311,15,0.0004773617672373,0.0006049246784944,0.0071604265085598,0.008455467869222,15,0.0663432609921297,1,1
CHEMBL3351,12,0.0004440755161735,0.0005714247580744,0.0053289061940826,0.0067415730337078,12,0.0450718490694347,1,1
CHEMBL3371,7,0.0004527179455859,0.0005393420828279,0.0031690256191016,0.0039436619718309,7,0.0402053927764551,1,1
CHEMBL3373,16,0.0005013669226739,0.0006530297142755,0.0080218707627829,0.0090191657271702,16,0.0719646507697325,1,1
CHEMBL3379,8,0.0004125465939372,0.0005106120661872,0.0033003727514979,0.0044994375703037,8,0.0341881753188744,1,1
CHEMBL3409,14,0.0005761536627497,0.0013523210653637,0.0080661512784963,0.0078917700112739,14,0.0773581183630545,1,1
CHEMBL3419,7,0.0004199959884379,0.0005641791011353,0.0029399719190656,0.0039458850056369,7,0.0398747262793236,1,1
CHEMBL3421,17,0.0004513093606736,0.0005507366545556,0.0076722591314524,0.0095774647887323,17,0.0648919108349886,1,1
CHEMBL3429,13,0.0005208975680881,0.0006969891818183,0.006771668385146,0.0073280721533258,13,0.0673949815202571,1,1
CHEMBL3438,19,0.0006117281767473,0.0009008850903377,0.0116228353582001,0.0107102593010146,19,0.0956838932770906,1,1
CHEMBL3473,8,0.0004424667064797,0.0005267415572554,0.0035397336518381,0.0045095828635851,8,0.0449085614639286,1,1
CHEMBL3474,6,0.0005513605039221,0.0006371887289965,0.0033081630235328,0.0033688938798427,6,0.0329244690017697,1,1
CHEMBL3475,21,0.0005232780314888,0.00082597242584,0.0109888386612661,0.0118376550169109,21,0.0860489751654262,1,1
CHEMBL3477,8,0.0004771662920854,0.0005446992870151,0.0038173303366838,0.0045095828635851,8,0.0484304275165081,1,1
CHEMBL3478,11,0.0005371983457093,0.0011668691714855,0.005909181802803,0.0061971830985915,11,0.0612125231532244,1,1
CHEMBL3510,1,0.0004827084140595,0.0004827084140595,0.0004827084140595,0.0005633802816901,1,0.0122482325587928,1,1
CHEMBL3514,3,0.0004487928872342,0.0004922029096758,0.0013463786617028,0.0016910935738444,3,0.0278939581663898,1,1
CHEMBL3568,9,0.0004404486344631,0.0005641791011353,0.0039640377101686,0.0050732807215332,9,0.0474154716750672,1,1
CHEMBL3572,9,0.0005243447943452,0.000626279079074,0.0047191031491072,0.0050732807215332,9,0.0564471173228844,1,1
CHEMBL3582,17,0.000548438534945,0.0008680626830026,0.0093234550940666,0.0095828635851183,17,0.0811439183138488,1,1
CHEMBL3595,11,0.0004771567760811,0.0005555506503516,0.0052487245368926,0.0062006764374295,11,0.056788577577059,1,1
CHEMBL3610,56,0.00061474838017,0.0010115984387753,0.0344259092895213,0.0315670800450958,56,0.1650801896484496,1,1
CHEMBL3636,7,0.0004700817472259,0.000591415289828,0.0032905722305815,0.0039458850056369,7,0.044629904845649,1,1
CHEMBL3650,47,0.0006367484774212,0.0009902599180457,0.029927178438799,0.0264937993235625,47,0.1566463921309796,1,1
CHEMBL3708,31,0.0007277643495762,0.0013920415506414,0.0225606948368652,0.0174451322453573,31,0.1388406266605215,1,1
CHEMBL3710,6,0.0004615845661526,0.0005267415572554,0.0027695073969161,0.0033783783783783,6,0.0351367095359357,1,1
CHEMBL3721,17,0.0004025349700516,0.0005106120661872,0.0068430944908783,0.0095828635851183,17,0.0595568375435337,1,1
CHEMBL3723,24,0.0006494368238509,0.000982898792931,0.0155864837724224,0.0135287485907553,24,0.114168444348402,1,1
CHEMBL3724,7,0.000480131812392,0.000591415289828,0.0033609226867441,0.0039436619718309,7,0.0426399887389229,1,1
CHEMBL3727,3,0.0004919281075392,0.0004965379542791,0.0014757843226178,0.0016910935738444,3,0.0305749543784748,1,1
CHEMBL3764,7,0.0004700817472259,0.000591415289828,0.0032905722305815,0.0039458850056369,7,0.044629904845649,1,1
CHEMBL3768,14,0.0005242033179733,0.0008515685639294,0.0073388464516268,0.0078917700112739,14,0.0703829289647358,1,1
CHEMBL3769,11,0.0004251352111677,0.0005376933654451,0.0046764873228456,0.0061971830985915,11,0.0484431852121492,1,1
CHEMBL3770,2,0.000405284532917,0.0004386891313584,0.0008105690658341,0.0011261261261261,2,0.0145433207471091,1,1
CHEMBL3775,28,0.0005616319881426,0.0006694497676945,0.0157256956679953,0.0157835400225479,28,0.1066435033353238,1,1
CHEMBL3816,23,0.0004920080814845,0.0006740722549982,0.0113161858741443,0.0128851540616246,23,0.0696408665395268,1,1
CHEMBL3817,18,0.0005356392046329,0.0006399261316043,0.0096415056833936,0.0101465614430665,18,0.0815477835670265,1,1
CHEMBL3819,7,0.000480131812392,0.000591415289828,0.0033609226867441,0.0039436619718309,7,0.0426399887389229,1,1
CHEMBL3841,3,0.0004017298803753,0.0004876563641275,0.0012051896411259,0.0016910935738444,3,0.0249688370652114,1,1
CHEMBL3856,6,0.0006543838712772,0.0013920415506414,0.0039263032276633,0.0033802816901408,6,0.0532522999547767,1,1
CHEMBL3861,7,0.0008302883701557,0.0013920415506414,0.0058120185910905,0.0039436619718309,7,0.0737370152107271,1,1
CHEMBL3863,3,0.0004266200332487,0.0005106120661872,0.0012798600997461,0.0016901408450704,3,0.0229633929132009,1,1
CHEMBL3892,9,0.0005245494117255,0.000681624752395,0.0047209447055297,0.0050704225352112,9,0.0535713346505502,1,1
CHEMBL3898,11,0.0004377957718724,0.0006522574715673,0.0048157534905964,0.0062006764374295,11,0.0521040471395414,1,1
CHEMBL3911,6,0.0004830226077117,0.000591415289828,0.0028981356462705,0.0033783783783783,6,0.0367686147046002,1,1
CHEMBL3913,13,0.0004425589780594,0.0006445622039834,0.0057532667147726,0.0073280721533258,13,0.0572593461271288,1,1
CHEMBL3958,9,0.0004356355974558,0.0005001339661636,0.0039207203771023,0.0050732807215332,9,0.0468973353884772,1,1
CHEMBL3961,65,0.0006014393248099,0.0009009980466587,0.0390935561126441,0.036640360766629,65,0.1740011231941317,1,1
CHEMBL3969,1,0.0004827084140595,0.0004827084140595,0.0004827084140595,0.0005633802816901,1,0.0122482325587928,1,1
CHEMBL3974,11,0.0004936221684735,0.0006473519749155,0.0054298438532095,0.0061971830985915,11,0.0562471173970848,1,1
CHEMBL4018,7,0.0004517062830324,0.0005267415572554,0.0031619439812271,0.0039458850056369,7,0.0428853248374066,1,1
CHEMBL402,10,0.0004721441247668,0.0005741323054776,0.0047214412476683,0.0056306306306306,10,0.0489088576615422,0,0
CHEMBL4068,9,0.0004770889834081,0.0007241079270678,0.0042938008506735,0.0050732807215332,9,0.0513599030834738,1,1
CHEMBL4069,9,0.0004694345548601,0.0005393420828279,0.0042249109937413,0.0050732807215332,9,0.0505358834098721,1,1
CHEMBL4071,24,0.0005562131731029,0.0013920415506414,0.0133491161544714,0.0135211267605633,24,0.0958045334360772,1,1
CHEMBL4072,20,0.0005649382122144,0.0010418013461732,0.011298764244288,0.0112676056338028,20,0.0884758720940877,1,1
CHEMBL4074,3,0.0004032947967065,0.0004922029096758,0.0012098843901197,0.0016910935738444,3,0.0250661017766628,1,1
CHEMBL4076,8,0.0004245235710761,0.0005446992870151,0.0033961885686094,0.0045019696117051,8,0.0367450638034392,1,1
CHEMBL4121,64,0.0005287920982288,0.0008965658933728,0.0338426942866465,0.0360766629086809,64,0.1518023505654459,1,1
CHEMBL4142,38,0.0006393918636063,0.0009843452347358,0.0242968908170398,0.0214205186020293,38,0.1414368112238539,1,1
CHEMBL4237,37,0.0006300229922436,0.0009284255444277,0.0233108507130144,0.0208450704225352,37,0.1356968846998217,1,1
CHEMBL4271,6,0.0004571781953768,0.0004950294023541,0.0027430691722611,0.0033821871476888,6,0.0401850660751585,1,1
CHEMBL4273,17,0.0004953007971661,0.0006803201335936,0.0084201135518247,0.0095828635851183,17,0.0732819538839623,1,1
CHEMBL4305,2,0.0004412105453403,0.0004876563641275,0.0008824210906806,0.0011267605633802,2,0.0182817937395534,1,1
CHEMBL4306,5,0.0004040709421515,0.0004876563641275,0.0020203547107579,0.0028169014084507,5,0.0295975356247199,1,1
CHEMBL4315,10,0.0005335422565578,0.0006740722549982,0.0053354225655781,0.0056306306306306,10,0.0552690183220895,1,1
CHEMBL4330,13,0.0004959941084269,0.000591415289828,0.0064479234095499,0.0073157006190208,13,0.0578446811323666,1,1
CHEMBL4425,17,0.0004513093606736,0.0005507366545556,0.0076722591314524,0.0095774647887323,17,0.0648919108349886,1,1
CHEMBL4429,7,0.0004700817472259,0.000591415289828,0.0032905722305815,0.0039436619718309,7,0.0417474532841851,1,1
CHEMBL4467,5,0.0004702159830564,0.0005375849566791,0.0023510799152821,0.0028184892897406,5,0.0377299249928075,1,1
CHEMBL4469,5,0.0004348829145369,0.0004876563641275,0.0021744145726847,0.0028153153153153,5,0.0294915013783974,1,1
CHEMBL4478,2,0.0004913428832408,0.0004950294023541,0.0009826857664816,0.0011267605633802,2,0.0203590538387462,1,1
CHEMBL4549,42,0.0004911917814145,0.000657537317527,0.0206300548194101,0.0236753100338218,42,0.1142297665863901,1,1
CHEMBL4550,5,0.0004128309968093,0.0005106120661872,0.0020641549840469,0.0028137310073157,5,0.0261879113203928,0,0
CHEMBL4551,14,0.0005317179398631,0.0008562893258499,0.0074440511580845,0.0078873239436619,14,0.0689711190009704,1,1
CHEMBL4573,5,0.0004769580159539,0.0005267415572554,0.0023847900797695,0.0028169014084507,5,0.0349363945685437,1,1
