drug,n_pathways_tnbc,mean_pathway_score_tnbc,max_pathway_score_tnbc,sum_pathway_score_tnbc,tnbc_pathway_overlap_jaccard,n_shared_pathways_tnbc,tnbc_pathway_enrichment_similarity,n_families_tnbc,n_targets_with_family_tnbc
CHEMBL2079,3,0.0005605883661442,0.0006175026472933,0.0016817650984328,0.0016882386043894,3,0.0005605883661442,1,1
CHEMBL208,25,0.0005900516514853,0.0008031264859969,0.0147512912871326,0.0140765765765765,25,0.0005900516514852,1,1
CHEMBL2081,7,0.0004010647097598,0.0004904272666705,0.0028074529683189,0.0039414414414414,7,0.0004010647097598,1,1
CHEMBL2083,13,0.000532758810745,0.00071533176511,0.0069258645396857,0.0073198198198198,13,0.000532758810745,1,1
CHEMBL2084,3,0.0005187263617728,0.0005350833636668,0.0015561790853184,0.0016891891891891,3,0.0005187263617727,1,1
CHEMBL2085,10,0.0005508271553189,0.000654392763388,0.0055082715531895,0.0056306306306306,10,0.0005508271553189,1,1
CHEMBL2086,3,0.0004071233953548,0.0004793673557067,0.0012213701860645,0.0016891891891891,3,0.0004071233953548,1,1
CHEMBL2088,4,0.0004779602575178,0.0005606642790874,0.0019118410300714,0.0022522522522522,4,0.0004779602575178,1,1
CHEMBL209,11,0.0004359975083503,0.0005606642790874,0.0047959725918538,0.0061902082160945,11,0.0004359975083503,1,1
CHEMBL2094,7,0.0004786295837431,0.0005673045318414,0.0033504070862018,0.0039414414414414,7,0.0004786295837431,1,1
CHEMBL2099,8,0.000502152215976,0.0005270534225442,0.0040172177278087,0.0045045045045045,8,0.000502152215976,1,1
CHEMBL210,16,0.0005068126516158,0.0006542111730366,0.008109002425853,0.009009009009009,16,0.0005068126516157,1,1
CHEMBL2100,7,0.0004019819321484,0.0005043894392236,0.0028138735250392,0.0039370078740157,7,0.0004019819321484,1,1
CHEMBL2102,4,0.0010271118363223,0.0013890700171119,0.0041084473452895,0.0022522522522522,4,0.0010271118363223,1,1
CHEMBL2104,10,0.0004956222803772,0.0005583832625663,0.0049562228037727,0.0056306306306306,10,0.0004956222803772,1,1
CHEMBL2105,6,0.0005034042877934,0.000709655789783,0.0030204257267604,0.0033707865168539,6,0.0005034042877933,1,1
CHEMBL2106,12,0.0005447224780437,0.0006900603232269,0.0065366697365248,0.0067567567567567,12,0.0005447224780437,1,1
CHEMBL2107,26,0.0005064285330862,0.0006809634463834,0.0131671418602418,0.0146396396396396,26,0.0005064285330861,1,1
CHEMBL2108,20,0.0006154424994347,0.0009084021929416,0.0123088499886956,0.0111731843575419,20,0.0006154424994347,1,1
CHEMBL2109,32,0.0006181585901601,0.0007372521905589,0.019781074885125,0.018018018018018,32,0.0006181585901601,1,1
CHEMBL2114,6,0.0004587780555372,0.0005182265072725,0.0027526683332237,0.0033745781777277,6,0.0004587780555372,1,1
CHEMBL2116,41,0.0005854547061776,0.0013890700171119,0.0240036429532847,0.0230466554243957,41,0.0005854547061776,1,1
CHEMBL2117,36,0.0005883226023728,0.0013890700171119,0.0211796136854212,0.0202360876897133,36,0.0005883226023727,1,1
CHEMBL212,36,0.0006107669228181,0.0008258782208719,0.0219876092214534,0.0202702702702702,36,0.000610766922818,1,1
CHEMBL2120,69,0.000678909685341,0.0010724711934768,0.0468447682885321,0.0388294879009566,69,0.000678909685341,1,1
CHEMBL2121,10,0.0004434465271312,0.0005439842606068,0.0044344652713123,0.0056306306306306,10,0.0004434465271312,0,0
CHEMBL2123,6,0.0004587780555372,0.0005182265072725,0.0027526683332237,0.0033745781777277,6,0.0004587780555372,1,1
CHEMBL2127,6,0.0004857277303562,0.0006222342507034,0.0029143663821372,0.0033783783783783,6,0.0004857277303561,1,1
CHEMBL213,8,0.0004341334662183,0.0005491911751487,0.0034730677297468,0.0045045045045045,8,0.0004341334662183,1,1
CHEMBL2131,3,0.0006918765597798,0.0008869728773584,0.0020756296793395,0.0016882386043894,3,0.0006918765597798,1,1
CHEMBL2139,2,0.0005101386826497,0.0005193316872933,0.0010202773652995,0.0011261261261261,2,0.0005101386826497,1,1
CHEMBL2147,14,0.0005807668033942,0.0008422796906484,0.0081307352475193,0.0078828828828828,14,0.0005807668033942,1,1
CHEMBL2148,24,0.0005458360988118,0.0007769222173077,0.013100066371485,0.0135135135135135,24,0.0005458360988118,1,1
CHEMBL215,19,0.0004390804450272,0.0006592611060193,0.0083425284555183,0.0106382978723404,19,0.0004390804450272,1,1
CHEMBL2156,3,0.0004117704698143,0.0004259008439356,0.0012353114094431,0.0016891891891891,3,0.0004117704698143,1,1
CHEMBL2158,5,0.0006353365631697,0.0008645226547058,0.0031766828158486,0.0028153153153153,5,0.0006353365631697,1,1
CHEMBL2159,5,0.0004733846426697,0.0005019766577784,0.0023669232133489,0.0028137310073157,5,0.0004733846426697,1,1
CHEMBL216,8,0.0004387804058936,0.0005938015641085,0.0035102432471488,0.0045045045045045,8,0.0004387804058935,1,1
CHEMBL2160,8,0.0004907098910022,0.0005673045318414,0.0039256791280179,0.0045019696117051,8,0.0004907098910022,1,1
CHEMBL2161,6,0.0003830509563529,0.0004790010121981,0.0022983057381174,0.0033764772087788,6,0.0003830509563528,1,1
CHEMBL2164,26,0.0005583792738946,0.00071533176511,0.0145178611212621,0.0146396396396396,26,0.0005583792738946,1,1
CHEMBL2167,142,0.0007699521215539,0.0011406467385639,0.1093332012606615,0.0799549549549549,142,0.0007699521215539,1,1
CHEMBL217,5,0.0004174360415645,0.0005055756779144,0.0020871802078229,0.0028137310073157,5,0.0004174360415645,1,1
CHEMBL2171,48,0.0006369175653846,0.0015873869691749,0.0305720431384629,0.027027027027027,48,0.0006369175653846,1,1
CHEMBL218,6,0.0004587780555372,0.0005182265072725,0.0027526683332237,0.0033783783783783,6,0.0004587780555372,1,1
CHEMBL2182,7,0.000438202962421,0.0005182265072725,0.0030674207369474,0.0039392234102419,7,0.000438202962421,1,1
CHEMBL2184,6,0.0004585147880109,0.0005054886485959,0.0027510887280658,0.0033707865168539,6,0.0004585147880109,1,1
CHEMBL2185,34,0.0005431433789287,0.0006441218628414,0.0184668748835762,0.0191441441441441,34,0.0005431433789286,1,1
CHEMBL219,7,0.000438202962421,0.0005182265072725,0.0030674207369474,0.0039392234102419,7,0.000438202962421,1,1
CHEMBL2193,9,0.0004611052023394,0.0005673045318414,0.0041499468210552,0.0050590219224283,9,0.0004611052023394,1,1
CHEMBL2194,5,0.0004158281227606,0.0004904272666705,0.0020791406138031,0.0028137310073157,5,0.0004158281227606,1,1
CHEMBL220,8,0.0004973643493212,0.0006389875419489,0.00397891479457,0.0044969083754918,8,0.0004973643493212,1,1
CHEMBL2200,6,0.0004896944674597,0.0005754527092754,0.0029381668047583,0.0033764772087788,6,0.0004896944674596,1,1
CHEMBL2202,7,0.0004285646328929,0.0004995065325689,0.0029999524302505,0.0039303761931499,7,0.0004285646328928,1,1
CHEMBL2206,7,0.0004282915833861,0.0005166662738934,0.0029980410837032,0.0039414414414414,7,0.0004282915833861,0,0
CHEMBL221,7,0.0004037684441328,0.0005043894392236,0.00282637910893,0.0039392234102419,7,0.0004037684441328,1,1
CHEMBL222,4,0.0005273428119377,0.0008106735657093,0.0021093712477508,0.0022484541877459,4,0.0005273428119377,1,1
CHEMBL223,9,0.0004381069569378,0.0005938015641085,0.003942962612441,0.0050675675675675,9,0.0004381069569378,1,1
CHEMBL224,7,0.000457029754172,0.0005938015641085,0.003199208279204,0.0039392234102419,7,0.0004570297541719,1,1
CHEMBL2249,5,0.0004144760345835,0.0005120884080463,0.0020723801729175,0.0028153153153153,5,0.0004144760345834,0,0
CHEMBL225,7,0.000457029754172,0.0005938015641085,0.003199208279204,0.0039392234102419,7,0.0004570297541719,1,1
CHEMBL226,6,0.0004587780555372,0.0005182265072725,0.0027526683332237,0.0033745781777277,6,0.0004587780555372,1,1
CHEMBL227,11,0.0005111420649433,0.0006452481610376,0.0056225627143763,0.0061936936936936,11,0.0005111420649432,1,1
CHEMBL228,4,0.0004429160597146,0.0004931057336792,0.0017716642388586,0.0022484541877459,4,0.0004429160597146,1,1
CHEMBL229,9,0.0004381069569378,0.0005938015641085,0.003942962612441,0.0050675675675675,9,0.0004381069569378,1,1
CHEMBL230,17,0.0004098751780631,0.0005773690305196,0.0069678780270735,0.009572072072072,17,0.0004098751780631,1,1
