drug,n_pathways_lumb,mean_pathway_score_lumb,max_pathway_score_lumb,sum_pathway_score_lumb,lumb_pathway_overlap_jaccard,n_shared_pathways_lumb,lumb_pathway_enrichment_similarity,n_families_lumb,n_targets_with_family_lumb
CHEMBL3861,7,0.0008308642399928,0.0013902905273324,0.0058160496799498,0.0039772727272727,7,0.206127160558082,1.0,1.0
CHEMBL3863,2,0.0005094688326885,0.0005292513098544,0.0010189376653771,0.0011357183418512,2,0.0361122650781171,1.0,1.0
CHEMBL3892,9,0.0005230462564898,0.0006756564833105,0.0047074163084082,0.0051136363636363,9,0.1668359815704498,1.0,1.0
CHEMBL3898,11,0.0004511631170857,0.0006736986384878,0.0049627942879434,0.0062535531552018,11,0.1758868564232082,1.0,1.0
CHEMBL3911,6,0.0004904395415066,0.0006110699911817,0.0029426372490396,0.0034071550255536,6,0.104290281905254,1.0,1.0
CHEMBL3913,13,0.0004544041937849,0.0006356243701749,0.0059072545192043,0.0073905628197839,13,0.2093595597945249,1.0,1.0
CHEMBL3958,9,0.0004370100332438,0.0005083924665701,0.0039330902991943,0.0051165434906196,9,0.1393930210717196,1.0,1.0
CHEMBL3961,65,0.0006043075186187,0.0009134402682043,0.0392799887102171,0.0369528140989198,65,1.3921257528976223,1.0,1.0
CHEMBL3969,1,0.0004896863555226,0.0004896863555226,0.0004896863555226,0.0005681818181818,1,0.017355019915989,1.0,1.0
CHEMBL3974,11,0.0004974763279667,0.0006173689432131,0.0054722396076347,0.00625,11,0.1939421556359308,1.0,1.0
CHEMBL4018,7,0.0004571555589859,0.0005265310806402,0.0032000889129016,0.0039795338260375,7,0.1134146503981425,1.0,1.0
CHEMBL402,11,0.000468766207608,0.0005711514629925,0.0051564282836885,0.00625,11,0.1827494569728684,,
CHEMBL4068,9,0.0004831536276168,0.0007364852520839,0.0043483826485518,0.0051165434906196,9,0.1541114360587208,1.0,1.0
CHEMBL4069,9,0.0004864314056514,0.00055647278014,0.0043778826508631,0.0051165434906196,9,0.1551569483991411,1.0,1.0
CHEMBL4071,24,0.0005706168092314,0.0013902905273324,0.0136948034215538,0.0136363636363636,24,0.4853588086459052,1.0,1.0
CHEMBL4072,20,0.0005748375899336,0.001062711297679,0.0114967517986729,0.0113636363636363,20,0.4074574555425355,1.0,1.0
CHEMBL4074,3,0.0004139962955177,0.0005109867686159,0.0012419888865533,0.0017055144968732,3,0.0440174442650426,1.0,1.0
CHEMBL4076,8,0.0004242867135055,0.0005503254614852,0.0033942937080447,0.0045402951191827,8,0.1202974807026454,1.0,1.0
CHEMBL4121,64,0.0005327027476147,0.000900160384914,0.0340929758473471,0.0363843092666287,64,1.208292344994035,1.0,1.0
CHEMBL4142,38,0.0006396528503139,0.0009943415000593,0.0243068083119296,0.0216031836270608,38,0.8614598662800181,1.0,1.0
CHEMBL4237,37,0.0006310667572242,0.0009463314597991,0.0233494700172961,0.0210227272727272,37,0.8275307502604811,1.0,1.0
CHEMBL4271,6,0.0004428534199843,0.0004864046289194,0.002657120519906,0.0034110289937464,6,0.0941712568097447,1.0,1.0
CHEMBL4273,17,0.0005072115626629,0.0007216685854824,0.0086225965652705,0.0096645821489482,17,0.3055942511571334,1.0,1.0
CHEMBL4305,2,0.0004348023352081,0.0004786384692116,0.0008696046704162,0.0011363636363636,2,0.0308197404397803,1.0,1.0
CHEMBL4306,5,0.0004062119070654,0.0004786384692116,0.0020310595353274,0.002840909090909,5,0.0719829709131808,1.0,1.0
CHEMBL4315,10,0.0005371504331697,0.0006766291657644,0.0053715043316979,0.0056785917092561,10,0.1903719873018345,1.0,1.0
CHEMBL4330,13,0.0005053953762552,0.0006110699911817,0.0065701398913177,0.0073779795686719,13,0.2328529422531121,1.0,1.0
CHEMBL4425,17,0.0004549669389244,0.0005503254614852,0.0077344379617159,0.0096590909090909,17,0.2741169390380488,1.0,1.0
CHEMBL4429,7,0.0004782846813666,0.0006110699911817,0.0033479927695662,0.0039772727272727,7,0.1186565248124833,1.0,1.0
CHEMBL4467,5,0.000476095748359,0.0005549961824303,0.0023804787417954,0.0028425241614553,5,0.0843667696833262,1.0,1.0
CHEMBL4469,5,0.0004337363031989,0.0004786384692116,0.0021686815159945,0.002839295854628,5,0.0768604443988427,1.0,1.0
CHEMBL4478,2,0.0004825215490655,0.0004864046289194,0.0009650430981311,0.0011363636363636,2,0.0342021826807431,1.0,1.0
CHEMBL4549,42,0.0005041918548643,0.0007706787374255,0.0211760579043044,0.0238772029562251,42,0.7505026483310984,1.0,1.0
CHEMBL4550,5,0.0004189592926456,0.0005292513098544,0.0020947964632283,0.0028376844494892,5,0.0742418773348674,,
CHEMBL4551,14,0.0005478036478698,0.0008817609696392,0.0076692510701777,0.0079545454545454,14,0.2718066443195084,1.0,1.0
CHEMBL4573,6,0.000449348612216,0.0005265310806402,0.0026960916732965,0.0034110289937464,6,0.0955524371012011,1.0,1.0
CHEMBL4589,4,0.0003876383013148,0.0004896863555226,0.0015505532052594,0.0022740193291642,4,0.0549533011377435,1.0,1.0
CHEMBL4605,2,0.0003958050403584,0.0004493391549078,0.0007916100807168,0.0011357183418512,2,0.0280555268930747,1.0,1.0
CHEMBL4607,7,0.0004571555589859,0.0005265310806402,0.0032000889129016,0.0039795338260375,7,0.1134146503981425,1.0,1.0
CHEMBL4608,10,0.0004806265593887,0.0005444404172623,0.0048062655938878,0.0056850483229107,10,0.170339308340396,1.0,1.0
CHEMBL4617,3,0.0006878239816296,0.0008029280972434,0.002063471944889,0.0017045454545454,3,0.0731317021512978,1.0,1.0
CHEMBL4633,3,0.0004031887163101,0.0004786384692116,0.0012095661489303,0.0017055144968732,3,0.0428683469891393,1.0,1.0
CHEMBL4708,2,0.0004616004993155,0.0004901882717595,0.000923200998631,0.0011370096645821,2,0.0327192529197616,,
CHEMBL4712,7,0.0005560413495286,0.0007627669051261,0.0038922894467006,0.0039705048213272,7,0.1379469942432575,,
CHEMBL4714,6,0.0004904395415066,0.0006110699911817,0.0029426372490396,0.0034071550255536,6,0.104290281905254,1.0,1.0
CHEMBL4715,7,0.0005090604132111,0.0006561894395572,0.0035634228924783,0.0039637599093997,7,0.1262916039431957,1.0,1.0
CHEMBL4716,4,0.0005185408918014,0.0005444404172623,0.0020741635672058,0.0022740193291642,4,0.0735106249375797,1.0,1.0
CHEMBL4744,17,0.0004755684428596,0.0006835733294709,0.0080846635286141,0.0096536059057353,17,0.286529316103599,1.0,1.0
CHEMBL4761,18,0.0004834233162412,0.0005758713305384,0.0087016196923423,0.0102330869812393,18,0.3083949171930279,1.0,1.0
CHEMBL4763,59,0.000533696204365,0.0009834661096706,0.0314880760575355,0.0335417851051733,59,1.115971847962688,1.0,1.0
CHEMBL4770,3,0.0004230238862453,0.0004786384692116,0.0012690716587359,0.0017045454545454,3,0.0449772873264362,1.0,1.0
CHEMBL4777,7,0.0004571555589859,0.0005265310806402,0.0032000889129016,0.0039795338260375,7,0.1134146503981425,1.0,1.0
CHEMBL4790,10,0.0006435615905174,0.0013902905273324,0.0064356159051748,0.0056785917092561,10,0.2280852650810717,,
CHEMBL4794,3,0.0006267444645525,0.0008492131230125,0.0018802333936575,0.0017045454545454,3,0.0666375275227082,1.0,1.0
CHEMBL4805,18,0.0005358012693527,0.0007600670673291,0.0096444228483498,0.0102330869812393,18,0.3418088920053557,1.0,1.0
CHEMBL4808,3,0.0004878135630269,0.0004983975909496,0.0014634406890808,0.0017006802721088,3,0.0518659383060765,1.0,1.0
CHEMBL4811,2,0.0004910704502006,0.0004924545448787,0.0009821409004013,0.0011344299489506,2,0.0348081474897973,,
CHEMBL4812,3,0.000393758236118,0.0005250877006656,0.001181274708354,0.0017055144968732,3,0.0418656673981836,1.0,1.0
CHEMBL4813,10,0.00047432151999,0.0005292513098544,0.0047432151999006,0.0056753688989784,10,0.1681047334313381,1.0,1.0
CHEMBL4815,7,0.0004782846813666,0.0006110699911817,0.0033479927695662,0.0039772727272727,7,0.1186565248124833,1.0,1.0
CHEMBL4816,81,0.0005771332771242,0.0010981136612179,0.0467477954470665,0.046048891415577,81,1.6567929897628395,1.0,1.0
CHEMBL4820,6,0.0004904395415066,0.0006110699911817,0.0029426372490396,0.0034071550255536,6,0.104290281905254,1.0,1.0
CHEMBL4829,10,0.0004535630328517,0.0006004995603472,0.0045356303285174,0.0056785917092561,10,0.1607476985936675,1.0,1.0
CHEMBL4832,12,0.0005806165237214,0.0008410515382945,0.0069673982846572,0.006787330316742,12,0.2469322141185626,1.0,1.0
CHEMBL4833,3,0.0004095672709549,0.0004896863555226,0.0012287018128647,0.0017045454545454,3,0.0435465358439921,1.0,1.0
CHEMBL4834,3,0.0005583757016447,0.0006561894395572,0.0016751271049343,0.001699716713881,3,0.059368336364856,1.0,1.0
CHEMBL4835,4,0.0010291722371836,0.0013902905273324,0.0041166889487346,0.0022740193291642,4,0.1458999579781508,1.0,1.0
CHEMBL4863,5,0.0004419073466956,0.0005250877006656,0.0022095367334783,0.0028425241614553,5,0.0783083979820132,1.0,1.0
CHEMBL4865,14,0.000602322288283,0.0013902905273324,0.0084325120359633,0.0079545454545454,14,0.2988574475794153,1.0,1.0
CHEMBL4866,10,0.0005981095072673,0.0013951846487226,0.0059810950726739,0.0056850483229107,10,0.2119765497547825,1.0,1.0
CHEMBL4867,7,0.0004981539523288,0.0006110699911817,0.0034870776663019,0.0039750141964792,7,0.1235858456433385,1.0,1.0
CHEMBL4868,3,0.0004139962955177,0.0005109867686159,0.0012419888865533,0.0017055144968732,3,0.0440174442650426,1.0,1.0
CHEMBL4869,7,0.0005496472844834,0.0007040228762591,0.0038475309913839,0.0039795338260375,7,0.1363607056430754,1.0,1.0
CHEMBL4872,3,0.0004561188447721,0.0005468631479192,0.0013683565343163,0.0017045454545454,3,0.0484960518858834,1.0,1.0
CHEMBL4873,4,0.0004720739468859,0.0005491757597568,0.0018882957875439,0.0022740193291642,4,0.0669232675783397,1.0,1.0
CHEMBL4876,9,0.0005222270211959,0.0006310118736127,0.0047000431907632,0.0051165434906196,9,0.166574670218543,1.0,1.0
CHEMBL4878,12,0.0004377988830574,0.0005292513098544,0.0052535865966895,0.0068143100511073,12,0.186192853829073,1.0,1.0
CHEMBL4880,5,0.0005640171279726,0.0006730820851928,0.0028200856398633,0.0028425241614553,5,0.0999469188648041,,
CHEMBL4881,5,0.0005214812894084,0.0007600670673291,0.0026074064470421,0.002840909090909,5,0.0924093357046862,1.0,1.0
CHEMBL4883,6,0.0005322182577655,0.0005758713305384,0.0031933095465934,0.003405221339387,6,0.1131743822428912,1.0,1.0
CHEMBL4892,9,0.0004481074426199,0.0006110699911817,0.0040329669835799,0.0051165434906196,9,0.1429327599823605,1.0,1.0
CHEMBL4894,7,0.0004571555589859,0.0005265310806402,0.0032000889129016,0.0039795338260375,7,0.1134146503981425,1.0,1.0
CHEMBL4924,11,0.000561736334661,0.0007172394571298,0.0061790996812715,0.00625,11,0.2189940496032241,1.0,1.0
CHEMBL4925,3,0.0004915318150933,0.0004924545448787,0.00147459544528,0.0017055144968732,3,0.0522612750636056,1.0,1.0
CHEMBL4928,52,0.0004907530376271,0.0006999305392248,0.0255191579566133,0.0295622512791358,52,0.9044268634023918,1.0,1.0
CHEMBL4939,4,0.0004720739468859,0.0005491757597568,0.0018882957875439,0.0022740193291642,4,0.0669232675783397,1.0,1.0
CHEMBL4940,3,0.0009087994738007,0.0013902905273324,0.0027263984214022,0.0017055144968732,3,0.0966265413947655,1.0,1.0
CHEMBL4941,9,0.0005527893005521,0.000770857492123,0.0049751037049691,0.0051136363636363,9,0.1763231156230531,,
CHEMBL4942,4,0.0004525560633891,0.0005503254614852,0.0018102242535567,0.0022740193291642,4,0.0641563270419387,1.0,1.0
CHEMBL4945,3,0.0005664535770717,0.0006086728991084,0.0016993607312152,0.0017045454545454,3,0.0602272025799312,1.0,1.0
CHEMBL4947,2,0.0006680539470349,0.0008464215385472,0.0013361078940698,0.0011363636363636,2,0.0473531248113802,1.0,1.0
CHEMBL4949,8,0.0007435516613243,0.0013902905273324,0.0059484132905944,0.0045402951191827,8,0.2108182716600841,1.0,1.0
CHEMBL4977,70,0.0006186239784661,0.0008524347830407,0.043303678492632,0.0397953382603752,70,1.5347297187260065,1.0,1.0
CHEMBL4983,9,0.0006531707224,0.0013951846487226,0.0058785365016003,0.0051107325383304,9,0.2083417618472418,,
CHEMBL4985,2,0.0004942072039573,0.000498728052392,0.0009884144079147,0.0011357183418512,2,0.0350304874562035,1.0,1.0
CHEMBL5100,2,0.0006302719238228,0.000770857492123,0.0012605438476456,0.0011363636363636,2,0.0446750523761678,,
CHEMBL5103,18,0.0006274813284141,0.0007727461136472,0.0112946639114553,0.0102330869812393,18,0.4002952398346862,1.0,1.0
CHEMBL5113,8,0.0004576191135996,0.0006110699911817,0.003660952908797,0.0045480386583285,8,0.1297481743714439,1.0,1.0
CHEMBL5135,6,0.0004296537805411,0.0005468631479192,0.0025779226832466,0.0034090909090909,6,0.0913643988750227,1.0,1.0
CHEMBL5136,14,0.0005115582316949,0.0006110699911817,0.0071618152437287,0.007959067652075,14,0.2538225637446805,1.0,1.0
CHEMBL5444,24,0.000584145491309,0.0006926805395962,0.014019491791416,0.0136441159749857,24,0.4968661195233644,1.0,1.0
