,pagerank
SCT,0.0003668193804916707
FAS,0.0003661437484591412
MITF,0.00036611592408962944
HIST1H2BL,0.000365705897507026
TIMP1,0.000365624642245165
NCOA3,0.00036489199824589507
BIRC3,0.0003645782775814833
GRIA4,0.00036457227492754207
ITK,0.00036417633589438904
HIST1H4C,0.00036405674421758136
TMPRSS2,0.00036371644684884247
AGRN,0.0003633910513921354
KITLG,0.00036307862708237634
MUC16,0.00036291109415951585
COL2A1,0.00036219298574699055
CD86,0.00036218453543512016
MAPK12,0.00036084284496927765
SNAP25,0.0003607096027408421
PLEC,0.000360308363905565
WT1,0.0003602433311743683
STK11,0.00035879063715157054
PRKCG,0.0003569623192524702
AKAP9,0.0003559791334731278
APC,0.00035578965109727236
BRAF,0.0003557583527689637
FADD,0.00035504599788983024
RPL5,0.0003549106327175426
KLF4,0.00035483364534734103
GRIA1,0.00035458752759188686
LATS1,0.000353679608411046
FAU,0.0003535199738455361
MUC6,0.0003531217189121188
ACTA1,0.00035282753825161597
ATF2,0.0003524430477343353
FOXA1,0.0003520106215222906
TERT,0.0003520047852408589
CSK,0.00035191840545978733
TLR2,0.00035142147274188333
ETV6,0.00035140429868532315
CCND2,0.0003513385357113634
NRG1,0.0003511698440407046
ALK,0.0003510683099127071
RAC3,0.0003504437297439647
WNT3A,0.000350310005537217
MYH11,0.0003501810034689713
BMP2,0.00035015022426123597
HIST1H4E,0.00034953425392108065
CYP2E1,0.00034943203099749005
GPC5,0.00034908500655135306
CALR,0.00034889255338376856
ACTN2,0.00034862594080265673
HIST1H2AL,0.0003471602207345609
TGFBR2,0.00034699950662296403
FGFR4,0.00034606145106365663
CD34,0.0003460450497746325
ITGA2B,0.00034597981949529454
MAP2K4,0.00034586495840891254
PRSS1,0.0003447761999302723
NDC80,0.00034445813574760203
FOXO4,0.0003442434052481673
IGF2,0.00034403739231467445
RAD50,0.000343972435010422
PRKCE,0.0003435587990476948
PTK2B,0.00034348378302565403
SQSTM1,0.00034320383114476726
MCM4,0.0003426532996775751
SPINK5,0.00034232967078267506
TNNI3,0.0003420067973173087
CD247,0.00034168796750879294
ITPR1,0.0003415869069497043
CGA,0.0003415234975789275
AADAC,0.0003412868226782719
HIST1H3G,0.0003407827577422929
GRIA2,0.00034076953047891903
GHRH,0.0003403884335574604
DNM1,0.00033998982713864877
FCGR3A,0.00033933725050246425
CCL5,0.0003388507847450739
HSD3B1,0.00033856972375132053
HOXA9,0.00033848017131167204
GSTA2,0.000338197977620844
HIST1H2AM,0.0003380822624520516
CDH17,0.0003379268096211281
RAD21,0.00033783414452577456
PAX8,0.00033759533744279907
DVL1,0.0003373745734414044
KISS1,0.00033695342105675063
TEAD4,0.00033630069109021716
FCGR2B,0.00033625107083367175
HIST1H4B,0.0003358865807232786
OCLN,0.00033581942158836215
CYP2C8,0.0003353119199820736
SOCS3,0.0003352218785157482
XBP1,0.0003352136197908244
CTTN,0.0003350246122154073
CDH2,0.00033493736658035743
NCAM1,0.0003348248881415367
BMPR1A,0.0003347100881102036
HIST1H3E,0.00033403135262780216
FGR,0.0003337207200487941
ANK1,0.0003334449793892262
CEBPB,0.0003334414801418209
IL6ST,0.00033342988659978805
TBL1X,0.0003330831686082726
PYY,0.00033247162005347713
DRD2,0.0003323593887688121
SOX10,0.00033205908928894456
GSTA1,0.0003315769994404945
HPGDS,0.00033098680459927373
GAB1,0.00033074939473211963
ICAM1,0.00033054966877186663
GPHN,0.00033014156099181734
HIST1H4J,0.00032999186509287474
HIST4H4,0.0003299818013370102
CNTNAP2,0.0003299733074536534
TPM4,0.0003299445301777482
BAX,0.0003290984432162694
GPC1,0.00032895600747468665
NTRK3,0.0003284353302098272
ITGA5,0.00032811824528284695
MUC15,0.0003279080607777173
TMC1,0.00032772896990904826
IL2RB,0.00032752532641053055
TCL1A,0.00032681603020597526
KIF23,0.0003267666636018542
HIST2H4A,0.00032628757247713533
HIST1H4H,0.00032628757247713533
CXCL2,0.0003260046339265376
HIST1H2BD,0.00032532181511525616
GNB3,0.00032530612540635547
CYP3A7,0.0003250403837229388
RHO,0.0003248052958762236
CYCS,0.0003241254801077718
CHRM1,0.0003237360382870508
PLAG1,0.0003235777207468758
ZEB1,0.0003235610269950403
ZAP70,0.00032347173714096197
RRAS2,0.0003234471596043351
NFKB2,0.00032339878680121286
PPL,0.0003233500843050827
KDM6A,0.0003225799221314154
IVL,0.00032237112884709034
H2AFB1,0.0003222514150641013
REL,0.00032212877297341203
PROK2,0.00032170434806681096
FJX1,0.00032164612270456415
LCP2,0.00032132313738738113
UGT2B7,0.0003208804245098592
OLIG2,0.0003207808678214653
H2AFJ,0.0003205931551144424
PRF1,0.0003205702415171853
PCK1,0.00032049950000765076
FLT1,0.00032045458668667707
S100A7,0.0003204425190352732
MYOG,0.00032030697383165206
RRAS,0.0003201145956363793
MCM3,0.00031987457503801356
CUX1,0.00031882938194631216
NOS3,0.00031853457520687067
GABBR2,0.0003185286232720836
HSD3B2,0.00031818765542046404
ALAS2,0.0003178403842381607
LRP6,0.0003177331471939921
TET2,0.00031765769678522495
PAX3,0.00031754873740510027
CAT,0.0003174625683431249
KAT2A,0.0003174382836301269
MYH2,0.0003167677150254986
KCNA4,0.00031627397220718645
ADH4,0.00031602151784712357
FASN,0.00031600346153090006
NGFR,0.00031568661153577723
BRIP1,0.0003151873973162283
HLA-DRA,0.0003151207896938839
