drug,n_pathways_luma,mean_pathway_score_luma,max_pathway_score_luma,sum_pathway_score_luma,luma_pathway_overlap_jaccard,n_shared_pathways_luma,luma_pathway_enrichment_similarity
CHEMBL4832,21,0.0001965913005271,0.0004298423153472,0.0041284173110709,0.0078828828828828,21,0.0674088859044177
CHEMBL4833,4,0.0001060112092203,0.000138554721394,0.0004240448368813,0.0015015015015015,4,0.0149210221419892
CHEMBL4834,9,9.291378013509042e-05,0.000129737829465,0.0008362240212158,0.0033783783783783,9,0.019626450108806
CHEMBL4835,4,0.0001298036392063,0.0001631381886638,0.0005192145568253,0.0015015015015015,4,0.0179845457740832
CHEMBL4863,5,0.0001757702158085,0.0002272332451636,0.0008788510790427,0.0018768768768768,5,0.0271277598179633
CHEMBL4865,15,0.0001819326343958,0.0002759009444309,0.0027289895159382,0.0056306306306306,15,0.050259636256614
CHEMBL4866,10,0.0002009117531581,0.0002819460665378,0.0020091175315817,0.0037537537537537,10,0.0449513995659804
CHEMBL4867,9,0.0001670096090985,0.0002255186617354,0.0015030864818869,0.0033783783783783,9,0.0354836019794242
CHEMBL4868,3,0.0001770898059338,0.0002123634698696,0.0005312694178016,0.0011261261261261,3,0.0210989951219985
CHEMBL4869,7,0.0002249694936924,0.0003056293075376,0.001574786455847,0.0026276276276276,7,0.0412625677935871
CHEMBL4872,4,0.0001518737649885,0.0001683085395183,0.0006074950599541,0.0015015015015015,4,0.0207594593425119
CHEMBL4873,4,0.0002065628484983,0.0002352317057446,0.0008262513939935,0.0015015015015015,4,0.028490174278803
CHEMBL4876,9,0.0002495610678467,0.0003329933388125,0.0022460496106204,0.0033783783783783,9,0.051949213073272
CHEMBL4878,14,0.0001731966841305,0.00025857325365,0.0024247535778278,0.0052552552552552,14,0.0460785818398098
CHEMBL4880,5,0.0001481665719197,0.000162616005205,0.0007408328595987,0.0018768768768768,5,0.0226427182678405
CHEMBL4881,6,0.0001588264095504,0.0002261720898338,0.0009529584573028,0.0022522522522522,6,0.0271390057717911
CHEMBL4883,9,0.0001425646241994,0.000229508659917,0.0012830816177953,0.0033783783783783,9,0.0308023598137619
CHEMBL4892,9,0.0001695431702753,0.0002202894059907,0.0015258885324784,0.0033783783783783,9,0.0352449290858313
CHEMBL4894,7,0.000180023692056,0.0001987411653855,0.0012601658443923,0.0026276276276276,7,0.0325615010955984
CHEMBL4924,12,0.0002524834951079,0.000445336470027,0.0030298019412959,0.0045045045045045,12,0.0622337773842368
CHEMBL4925,3,0.0001198263244343,0.0001291209215675,0.000359478973303,0.0011261261261261,3,0.0141441076533187
CHEMBL4928,52,0.0002888966254547,0.0004696994106248,0.015022624523648,0.0195195195195195,52,0.1469440715995952
CHEMBL4939,4,0.0002065628484983,0.0002352317057446,0.0008262513939935,0.0015015015015015,4,0.028490174278803
CHEMBL4940,3,0.0001186921227205,0.0001338715962063,0.0003560763681615,0.0011261261261261,3,0.0141508228436437
CHEMBL4941,10,0.0001764781733397,0.0003104336652232,0.0017647817333974,0.0037537537537537,10,0.0419528683740873
CHEMBL4942,4,0.0001683886897099,0.000229508659917,0.0006735547588398,0.0015015015015015,4,0.0241301035557148
CHEMBL4945,4,0.0002075524121111,0.0003406663811548,0.0008302096484446,0.0015015015015015,4,0.0302144345374982
CHEMBL4947,3,9.086105189875057e-05,0.0001291209215675,0.0002725831556962,0.0011261261261261,3,0.01135931717152
CHEMBL4949,11,0.0001164858168807,0.0001631381886638,0.0012813439856887,0.0041291291291291,11,0.0274611503812138
CHEMBL4977,70,0.0003339321934787,0.0006888069603005,0.0233752535435097,0.0262762762762762,70,0.197792319594052
CHEMBL4983,11,0.0002211044282198,0.0004181134350915,0.0024321487104179,0.0041291291291291,11,0.0538072865525512
CHEMBL4985,4,0.000111697852045,0.00013374727458,0.00044679140818,0.0015015015015015,4,0.01544483906938
CHEMBL5100,3,0.0001053772394489,0.0001291209215675,0.0003161317183468,0.0011261261261261,3,0.0130207763289481
CHEMBL5103,18,0.0003074735566779,0.0004250542279769,0.0055345240202035,0.0067567567567567,18,0.09039978762606
CHEMBL5113,8,0.0001873839307951,0.0002202894059907,0.0014990714463608,0.003003003003003,8,0.0363420576340433
CHEMBL5135,7,0.0001551551217053,0.0001839623279662,0.0010860858519372,0.0026276276276276,7,0.028080757259858
CHEMBL5136,14,0.0002080330474378,0.0003104336652232,0.0029124626641299,0.0052552552552552,14,0.0545908851900734
CHEMBL5444,24,0.0001994183530234,0.0003005515798151,0.004786040472563,0.009009009009009,24,0.0681195042099898
