gene,log2FC,pvalue,FDR
OXTR,-4.8202818461405155,5.1185799121596285e-51,7.810017614504753e-50
TMEM63B,1.21751262236854,5.165702069536439e-51,7.875316145039514e-50
FLJ42875,-2.3649909945421466,5.391693115798223e-51,8.212969856642264e-50
MYBL2,4.041609161396517,5.570121631231819e-51,8.477669235226824e-50
PKP1,-4.043510543186346,5.839453977560836e-51,8.872752984435718e-50
VIM,-1.7565969418695317,6.235367124487756e-51,9.466420998085956e-50
DCAF13,1.2738251234514415,6.602931414705399e-51,1.001609671182353e-49
LPL,-4.748311318548036,6.608876996191304e-51,1.0016768356508768e-49
PCDH18,-2.2221247595945606,6.936907731150286e-51,1.0505202282040655e-49
SEPT10,-1.2686333968639012,7.36311318521439e-51,1.1141375670029722e-49
CCNB2,3.384800554448585,7.397828074801421e-51,1.1184606681529094e-49
PVRL3,-2.3028651173871593,8.300625731984761e-51,1.2539111219860463e-49
FOS,-3.4190755696092836,8.506805059793414e-51,1.2839914801278568e-49
ACSL5,-1.837600394178291,8.96740945567177e-51,1.3523923307505654e-49
ZFP36L1,-1.3315020012128578,9.504538767730265e-51,1.43221125156452e-49
FANCD2,1.7100526249675125,9.948396049381514e-51,1.49785486589654e-49
LPPR1,-3.5980351035259464,1.0014541949596669e-50,1.506567827343043e-49
SYNE1,-1.617471675474313,1.1701855299583973e-50,1.7574989440456025e-49
JRKL,-1.555897894828032,1.1722018460453456e-50,1.759075861794182e-49
TMEM97,1.8020754699818067,1.1769617125206227e-50,1.7647639252893655e-49
LRFN2,2.653377224291779,1.2008951032060769e-50,1.7976886154325838e-49
NLRP1,-1.7786958026509563,1.2409435018872828e-50,1.8561129469888425e-49
C15orf23,1.3832294810707788,1.2827134445767157e-50,1.9170141897889946e-49
SORBS2,-2.658539946287794,1.3067501737883162e-50,1.9513349805962855e-49
C2orf71,-2.3803033180282425,1.321176929145752e-50,1.9712609542000104e-49
C20orf160,-1.7971166594472843,1.3493821116250635e-50,2.0116955428264563e-49
NECAB3,1.4802821536862183,1.4114811569557655e-50,2.1025524959137317e-49
CSRP2,-1.715501312483756,1.46204364767334e-50,2.176089985167442e-49
PTTG1,3.1550794247595952,1.4907591691573697e-50,2.2170170879225162e-49
NPY2R,-6.107189712379798,1.543642550463665e-50,2.29378982417062e-49
C1QTNF9,-2.9098901022264583,1.9274386819606618e-50,2.854773501035796e-49
C7orf31,-1.668311998613878,2.274775002478066e-50,3.363747308700913e-49
LYVE1,-4.949918244823703,2.543282517347064e-50,3.75774120643414e-49
PAFAH1B3,2.245274564671229,2.690153533667309e-50,3.971521879427901e-49
DSCC1,1.6744538724768248,2.9430598808734933e-50,4.337855790408114e-49
NES,-1.7489096552022882,2.9683204895321127e-50,4.37154837143633e-49
COX7A1,-2.5082583037338644,3.007189731123271e-50,4.42521218073055e-49
EEPD1,-1.7537827124664283,3.047648973149161e-50,4.481127161408253e-49
ASAM,-2.6416372476825796,3.110594726544247e-50,4.569988362169889e-49
DSC1,-3.681827744087325,3.148190642600254e-50,4.6214930860687445e-49
CANT1,1.3064183141297772,3.4336114417049397e-50,5.032369490608294e-49
SACS,-1.7023647015507262,3.6028061065482303e-50,5.2726564149444184e-49
MT1L,-2.5844328510785766,3.6819611454994666e-50,5.3833525085563685e-49
C9orf116,1.7555082430910511,3.7517805055112943e-50,5.481032146213651e-49
C6orf123,-2.1264031880793546,3.9315929530630544e-50,5.7391168022940484e-49
QKI,-1.4032207225158118,4.0699809856485115e-50,5.9363672982179375e-49
FBXO43,2.1813734254526556,4.212203956932549e-50,6.138891003045891e-49
AURKB,3.4276371480550987,4.327232524023378e-50,6.301489090783804e-49
CPEB1,-2.6059197478991583,4.53881562175984e-50,6.604321403908423e-49
C20orf24,1.0754834401801947,4.726546281067736e-50,6.871990571427796e-49
PPP1R16B,-2.492004461578447,4.973330096821738e-50,7.219260586319466e-49
COL10A1,5.883885198821796,5.1545274521364845e-50,7.476323761851826e-49
MESTIT1,-2.997937169713247,5.21879020947218e-50,7.563506224762905e-49
C21orf45,1.0468818158191127,5.4839413792642435e-50,7.941462603559827e-49
PRRG3,-2.7075804686823184,5.512528370329758e-50,7.976514620438203e-49
CNNM1,-2.9925702503681886,5.659296473702076e-50,8.175886802444357e-49
CCL28,-4.114905774062201,5.751806522599331e-50,8.296365620513123e-49
RAD54L,3.0600919475006503,5.914197269449823e-50,8.523842667917271e-49
MELK,3.957657073551072,6.353632709226896e-50,9.149934826428576e-49
BIRC5,4.071321575846832,6.387406246908369e-50,9.191300862646091e-49
GRID1,-1.87938998960409,6.397606025114223e-50,9.198706356647252e-49
ZWILCH,1.1319038248289015,6.545091615397693e-50,9.403338806241846e-49
RARRES1,-2.8126605301914562,6.657646647402985e-50,9.557503306204774e-49
ODZ1,-2.8090530927835053,6.729008480265324e-50,9.652335805064593e-49
MUC15,-4.939915243004419,6.885082091970919e-50,9.868436954342255e-49
PTGDS,-3.1083713419388372,6.973972530109135e-50,9.987979698314444e-49
SIX4,1.8598547777874028,7.00457696923187e-50,1.0023924101488029e-48
SCN7A,-3.312358381703196,7.081188427228349e-50,1.0125598817033591e-48
PCDHGA2,-2.7254406826648196,7.752945302452552e-50,1.106877359533677e-48
AKR1C2,-4.82251326344971,8.880109025123224e-50,1.2658153843721069e-48
ABCB5,-4.340132456900286,1.0104618639732948e-49,1.4392360962367673e-48
PRIM1,1.1352143333622111,1.0532584080478796e-49,1.49901976557432e-48
PRR11,2.8488552932513214,1.0562607139357814e-49,1.5021182637322678e-48
SQLE,2.3779236203759826,1.1420456176660467e-49,1.6228459311768187e-48
PLEKHA4,-2.03575630252101,1.1596790156998087e-49,1.6466175602795335e-48
C16orf53,1.1436076669843196,1.1696537413243672e-49,1.6594861304230287e-48
TACC3,2.3862857142857132,1.1888677909077307e-49,1.685433052795438e-48
ANLN,3.3607800831672865,1.236812976081413e-49,1.7520394244054444e-48
DOK5,-1.9856488997660922,1.3029932718391437e-49,1.8443535402245668e-48
KIF2C,3.439326210690462,1.3124824654666177e-49,1.8563417497194125e-48
C1orf31,1.0588577059689852,1.3253259163062326e-49,1.8730518365312384e-48
TDRD6,-2.1018012041930176,1.370466216704681e-49,1.9353449606419944e-48
NLRX1,-1.04046853504288,1.4685580300685768e-49,2.072260606305295e-48
SIAH2,1.5717858442346007,1.4879231116925891e-49,2.0979600621332458e-48
EMP1,-2.1289342545265555,1.4893798271163e-49,2.0983886217490718e-48
PAICS,1.0584368924889525,1.5043325217560496e-49,2.1178163104041274e-48
GTSE1,3.1411135276791144,1.6543020288556532e-49,2.3271452728948574e-48
SLC7A14,-2.48981669410032,1.6567700228403398e-49,2.3288173533407494e-48
C4orf38,-1.6459641644286576,1.7074906393976204e-49,2.398260193592198e-48
SHCBP1,2.8482129255826063,1.7122001653391606e-49,2.4030207871756934e-48
CYR61,-2.62349200814346,1.815696346843033e-49,2.5463112944209345e-48
AQP7P1,-5.1837608550636745,1.9879953256432433e-49,2.785795143393684e-48
AGPAT4,-1.5077167634063935,2.243697706430524e-49,3.1392797348312706e-48
PTH1R,-2.9562189855323577,2.3060000619976527e-49,3.2239722832982544e-48
NFAT5,-1.2425309841462298,2.3374680499559534e-49,3.265459011001398e-48
RUNDC3B,-2.0910616260937367,2.4840132602110145e-49,3.467522498130452e-48
LHX6,-2.0784641427705104,2.5320818149202313e-49,3.531914580612488e-48
KIF21A,1.1863686390019925,2.645603219014013e-49,3.6874360946180766e-48
CIDEC,-6.689384830633287,2.7753868532087136e-49,3.86241337071546e-48
CRY2,-1.2899355973317146,2.8196009923952072e-49,3.917953959127477e-48
FOXO4,-1.189490518062895,2.8732067070801205e-49,3.989396009838248e-48
FEZ1,-1.867713830893181,2.8890373661011012e-49,4.00831914444652e-48
BIN1,-1.9568059343324986,2.8934600051681986e-49,4.011397751262507e-48
CCDC64,2.855132924716277,3.426567610888748e-49,4.746865313623126e-48
SH3D19,-1.7976876245343476,3.528963823850691e-49,4.884998363920466e-48
WHAMML2,-1.9038437018106231,3.664288818059061e-49,5.068468795982453e-48
HABP4,-1.3872642380663622,3.904800869591285e-49,5.3970455754874834e-48
TEK,-2.0109903404660834,3.997258762342736e-49,5.520645011451048e-48
RNF125,-1.6087259074763915,4.089543474577107e-49,5.643818033944433e-48
RBPMS,-1.3800757905223957,4.590298875103062e-49,6.330091698750079e-48
TPO,-3.1201522221259648,5.259410882129971e-49,7.247316902907787e-48
SLC10A6,-2.535998453608248,5.4149114212752346e-49,7.455948003137149e-48
SLC19A3,-5.695688945681367,5.5923261218454156e-49,7.694415147086326e-48
ST3GAL6,-1.5199419778220573,5.925268303632287e-49,8.140200674039134e-48
C5orf4,-2.7475706185567024,6.124683925056416e-49,8.407814591840267e-48
LSM4,1.2182092480291065,6.178484803293604e-49,8.475279493169064e-48
DEPDC1,3.2248476869098175,6.3016157397741465e-49,8.637674044511205e-48
APCDD1L,-3.5706890453088453,6.327082874178008e-49,8.666056400200321e-48
NPAS4,-2.188453006150913,6.480500104644058e-49,8.869514541716976e-48
ALS2CL,-1.7259157194836687,7.160606144065764e-49,9.792976231437197e-48
PTPRB,-1.990999982673479,7.424104951830908e-49,1.0138108209915831e-47
TIE1,-1.5979753746859569,7.916075178293946e-49,1.0785652430425501e-47
ADH1A,-4.996406558087151,8.084795929054565e-49,1.1007295459729262e-47
ZNF423,-1.8103831932773131,8.183419416125592e-49,1.1133242423896424e-47
HSPE1,1.1260135146842227,8.19095446540077e-49,1.1135171331866334e-47
PABPC4L,-1.5904773758988133,8.740298125668904e-49,1.1873107968772468e-47
LOC100128191,1.5071807372433517,8.838609232929074e-49,1.1997703494929747e-47
SYNPO2,-2.4144144243264325,9.348439946155632e-49,1.2670860189119208e-47
C5orf27,-3.030311413843888,9.40029483655152e-49,1.2731664204594295e-47
LAGE3,1.5344731222385848,9.913810815573703e-49,1.3417182027947072e-47
PYGM,-3.4210730399376255,1.0515042626870243e-48,1.4220306161732468e-47
LRRC46,2.1517491076843136,1.0958579426516434e-48,1.480913298447503e-47
RRM2,3.6913744910335264,1.1140098386336087e-48,1.504326490552491e-47
MYBL1,2.1924860304946714,1.2741295215230473e-48,1.7192720296726484e-47
VAMP2,-1.0903034133240954,1.3121317269018925e-48,1.7692395425774184e-47
CYP11A1,-2.917967733691415,1.3309280725729727e-48,1.7932556406399574e-47
TMTC1,-2.741057740622022,1.3738436605843156e-48,1.8497097746757618e-47
CKAP2,1.3961745256865612,1.3786649966262476e-48,1.8548291894743227e-47
LCA5,-1.4966457116867353,1.460662006867347e-48,1.9636950155839227e-47
GPRIN1,2.4536763363077174,1.6137588108106804e-48,2.1615343365111712e-47
PYCRL,1.7248680542320036,1.7615683728784308e-48,2.356049161756508e-47
TSPAN2,-1.8058629255826046,1.8242420990678092e-48,2.4362933917337734e-47
CD36,-4.304069955817377,1.9229791571263415e-48,2.5643948422835747e-47
PIGR,-5.807151425106128,1.9878740072396003e-48,2.6489949160894905e-47
PKMYT1,4.38259638308932,2.0363795237604578e-48,2.7116471449167237e-47
NPHP3,-1.3901593259984395,2.1527028722139302e-48,2.863529368904479e-47
STX19,-2.861918781945767,2.153585511196084e-48,2.863529368904479e-47
ANXA9,2.371961916312917,2.1627592483391057e-48,2.8736282187968424e-47
KIRREL,-2.2946823486095473,2.2548792957559802e-48,2.9938415624103653e-47
TYMS,2.0947728536775543,2.3535484963767062e-48,3.120294485036066e-47
C1QL2,-3.172822247249416,2.413402049961986e-48,3.1973185964671053e-47
MFSD4,-2.307946920211384,2.425977624171594e-48,3.2116415049305836e-47
FIGNL2,-1.5042468552369415,2.481552071723806e-48,3.280455630762746e-47
TPM2,-1.9828666854370613,2.703853228598658e-48,3.5717155529884886e-47
SKA2,1.219662462098242,2.876566292188706e-48,3.794357696863117e-47
NAP1L5,-1.3451063934852296,3.0070604964009006e-48,3.963614932366806e-47
MTHFD2,1.3325444165294975,3.061415579209748e-48,4.032340650387485e-47
MYOM3,-2.4530445464783845,3.146272546804483e-48,4.1411134612785254e-47
LRRC59,1.221228185913544,3.209841617776978e-48,4.2217302722828276e-47
ABI3BP,-2.9567408472667402,3.2831390212011087e-48,4.3150165778284314e-47
C19orf40,1.1580275448323665,3.373455153439597e-48,4.427325462008722e-47
ZNF660,-1.700994524820238,3.528729356018492e-48,4.627770927060851e-47
SORBS1,-3.3285753920124765,3.711935140261065e-48,4.864532423194541e-47
C1RL,-1.0029020185393733,3.7238396967315273e-48,4.876622589899568e-47
DENND2A,-2.4167834098587875,4.200200136652913e-48,5.496494830157654e-47
OR2A9P,-1.2952075890149866,4.2527149379763e-48,5.561219110343577e-47
RCSD1,-1.5427861301221562,4.960939942512494e-48,6.478048046883424e-47
CSRNP3,-3.0550408169453362,5.0248027738633124e-48,6.556737268289167e-47
EHD2,-1.929767192237719,5.039861269131598e-48,6.571675836819662e-47
C14orf64,-2.4946225634583743,5.4315831857580135e-48,7.077387883346679e-47
FHOD3,-2.061999740102224,5.751924222207216e-48,7.489433234394704e-47
KIF20A,3.862553318028242,5.800815540439862e-48,7.547694444791052e-47
LEFTY2,-3.1321595815645837,5.996904897900285e-48,7.79726141831992e-47
TMEM22,-2.1508475353027823,6.034651242559248e-48,7.840739226859815e-47
STARD8,-1.4324777787403633,6.33429553815861e-48,8.224192701933037e-47
NCRNA00162,-2.1675534176557223,7.272150298354461e-48,9.428415376135772e-47
LOC121838,-3.0701174694620117,7.32716959314472e-48,9.49298705366643e-47
OCA2,-3.112557809928094,7.874799367492521e-48,1.019523277997627e-46
KRT6C,-3.5472421944035335,7.943708564714527e-48,1.0277137669047515e-46
DLC1,-1.9859944511825347,8.16160676816045e-48,1.0551543181876753e-46
DLGAP5,3.794837234687688,8.227414975145874e-48,1.062907273190776e-46
GNPNAT1,1.0123359438620785,8.683650062325273e-48,1.1210530644291271e-46
PCDHGC3,-1.3601365243004455,9.940132558000241e-48,1.2823545921564734e-46
TPD52,2.1458635320107415,1.0149569608669116e-47,1.3084462860241071e-46
CFL2,-1.6793211989950638,1.0464348482514988e-47,1.3480717298458622e-46
FLJ13197,-2.1714652083513823,1.1428986218159145e-47,1.4713001140675453e-46
SORD,1.9535098371307296,1.1991837409813178e-47,1.542667253504094e-46
NDC80,3.487210937364636,1.23905548562243e-47,1.59170973922266e-46
AKAP12,-2.7381207441739566,1.2974357397785347e-47,1.6655305198299483e-46
SERPINF2,-2.197133700077968,1.3321098445611755e-47,1.7076334859540195e-46
TSPAN13,1.6744816988651134,1.3316443666928817e-47,1.7076334859540195e-46
DYNC1I1,-2.1563421640821283,1.3727080746578662e-47,1.758438077621192e-46
CNIH2,3.1121817508446665,1.461409817968301e-47,1.870748447009633e-46
CIDEA,-6.049188386901152,1.476764257681753e-47,1.889075177974768e-46
RPL11,-1.006099913367411,1.530939413749942e-47,1.9570007126748734e-46
ZNF667,-2.501884185220481,1.577118723098044e-47,2.0146169906353473e-46
HPRT1,1.117903941782897,1.6843648229609658e-47,2.1485979588197943e-46
CYP7A1,-1.424045321840076,1.6894724166075909e-47,2.1536040896013988e-46
LOC338758,-1.3946630252100851,1.693650327069867e-47,2.1574189575684246e-46
PCDH9,-3.528967984925927,1.737127369025062e-47,2.2112538110743498e-46
MRVI1,-1.4921424369747882,1.765750470231098e-47,2.2445499867050753e-46
NRXN1,-3.7577081954431253,1.7648122168993957e-47,2.2445499867050753e-46
TMEM9,1.0041199211643406,1.8414256367023425e-47,2.339111714228384e-46
CX3CR1,-2.523272567790003,1.9137004686603312e-47,2.4292252183419808e-46
PDE1A,-1.8901050420168062,1.9244760386611528e-47,2.441201207787384e-46
KIF24,1.5363273195876292,2.0374013479001361e-47,2.5808501555898524e-46
XPNPEP2,-3.438663289439486,2.088457630271614e-47,2.6436852742582888e-46
TMEM145,3.391449432556527,2.1208520996962292e-47,2.6828263218047575e-46
RASD1,-2.8836156761673726,2.1390068851932805e-47,2.703912661887034e-46
DBF4,1.1744311834011958,2.1417324141118633e-47,2.7054791904287473e-46
AOC3,-3.575517898293336,2.1595712438996377e-47,2.7261217304233773e-46
C21orf58,1.62279254526553,2.2067107169711064e-47,2.7836975177425536e-46
CYB561,1.3562164255392872,2.2807019272170365e-47,2.8750427410756035e-46
PREX2,-3.006770051113227,2.2824362095948907e-47,2.8752378078377715e-46
PCOLCE2,-5.467190284154896,2.3036605425355107e-47,2.899967694036923e-46
NR2F6,1.1322303993762475,2.3646807464060743e-47,2.9747258898983946e-46
TACC1,-1.9421675127783082,2.4005457377046016e-47,3.0177578773091753e-46
psiTPTE22,-2.9536758468335798,2.4027158375216374e-47,3.0184014072054084e-46
ACE2,-3.546028688382569,2.414708204052212e-47,3.031374719887063e-46
TSC22D1,-1.0833669410032076,2.419003166664806e-47,3.034673648711197e-46
VWF,-2.16857950272893,2.423977500927528e-47,3.0388197279189943e-46
PKNOX2,-2.5962170839469807,2.437911536496473e-47,3.0541847005399378e-46
C4orf7,-5.489636606601403,2.6711938981599777e-47,3.344136349945397e-46
NFIX,-1.7804866195962887,2.712108571187244e-47,3.393024901809031e-46
FHL1,-4.03516346270467,2.752759352459735e-47,3.441516380001687e-46
LAMA2,-2.4386377848046425,2.791646494724939e-47,3.487737895914761e-46
ARHGAP24,-1.475195373819628,2.8169755468298834e-47,3.516968853151192e-46
PGM5P2,-1.708680776228017,2.8575368013673026e-47,3.5651639750026734e-46
CAPZA3,-2.7952564974443384,2.8759694092068407e-47,3.585703503821378e-46
LOC554202,-2.5456907433076337,3.005571632382145e-47,3.7447241905716756e-46
SRXN1,1.1318146019232458,3.1075680470289376e-47,3.869156030100393e-46
GPR87,-3.206438967339514,3.1934546969663573e-47,3.970659552519031e-46
LEP,-7.144042818158191,3.4186711026609357e-47,4.2448888186723746e-46
PRDM5,-1.9503352594646106,3.7321187986364803e-47,4.630931049187447e-46
ADAMTSL4,-2.3267289656068595,3.7801791259762194e-47,4.684179756987415e-46
GPD1,-6.204368946547695,4.0013578553737854e-47,4.951510335919036e-46
SPG20,-1.3303438664125427,4.0771633823959745e-47,5.041888930010457e-46
TRPC1,-1.6692841722255913,4.1507258972724244e-47,5.125893046679101e-46
SHC4,-3.2394854240665327,4.1592973903640707e-47,5.1329959591048934e-46
PCDHB7,-1.906542246383089,4.3486530602064256e-47,5.363044150063521e-46
TMEM206,1.19925686563285,4.366633713259068e-47,5.381573018446501e-46
MYO19,1.1755909425625894,4.423198088582406e-47,5.447596400978723e-46
BCL6,-1.404974798579227,4.607173892092129e-47,5.6703439051895215e-46
FLI1,-1.498383583123971,4.8543787155186815e-47,5.970557821526119e-46
CCDC21,1.0829261673741684,4.919777729502107e-47,6.046908440926864e-46
PLEKHF2,1.4575772026336296,4.992910205030525e-47,6.132654822008816e-46
TCEB1,1.1655224984839272,5.095273965418516e-47,6.254165340021123e-46
BRCA1,1.4718644373213206,5.430958663559212e-47,6.661707584418351e-46
NUP210,1.9676431257038889,5.448228632643329e-47,6.678390962963401e-46
BDH2,-1.160150021658147,5.495471964771616e-47,6.7317682486364546e-46
PLIN4,-5.738270991076842,5.916978420465058e-47,7.238357405089076e-46
TUSC5,-6.523381976089407,6.136547501140176e-47,7.50191901700837e-46
FAM89A,-2.748433791042193,6.445657169528982e-47,7.874516607848057e-46
OXER1,-1.8605531490946898,6.505648313095329e-47,7.942475938516049e-46
MTL5,2.296980568309798,7.168427313085156e-47,8.739911746824453e-46
APLF,-1.4964957463397708,7.586769559404191e-47,9.243772844031761e-46
C3orf55,-3.3561983626440286,8.070221125135548e-47,9.826236464270394e-46
DDX39,1.3668812830286772,8.476263549914989e-47,1.0306842044028227e-45
ZDBF2,-2.1950373689682054,8.550519868335648e-47,1.039019447018116e-45
PCDHGA3,-2.3584800745040275,8.91775313544319e-47,1.0829210161739319e-45
CCDC69,-2.773747500649746,9.472225333608841e-47,1.1487203047813574e-45
ELTD1,-1.7819470761500504,9.533492440132457e-47,1.1553805784802337e-45
ATF3,-2.9494409295677055,9.604865037956604e-47,1.1632558768191887e-45
GULP1,-2.160334925929136,1.017073776078558e-46,1.230970342151462e-45
DQX1,3.296595555748073,1.0971730543874122e-46,1.326151468062023e-45
XRCC2,1.7703678419821536,1.168560606969846e-46,1.4115002474234975e-45
LOC572558,-2.939949094689422,1.1734700262980648e-46,1.4164903772349917e-45
RUSC2,-1.0016491510006045,1.2129839303359867e-46,1.4622481115169512e-45
COL4A6,-3.643343285974182,1.2927936957606533e-46,1.5574271107830026e-45
MKI67,3.353772892662219,1.3080236328539198e-46,1.574732419896819e-45
PPARG,-3.1003650004331655,1.3094065696526611e-46,1.5753554386905083e-45
HMGB2,1.2597645759334668,1.3299061453956008e-46,1.5989617942295985e-45
PIK3IP1,-1.1244130078835628,1.3407876909024073e-46,1.610980748349605e-45
MUSTN1,-2.4805773109243696,1.38015924188673e-46,1.657192525070194e-45
TMEM178,-2.7829346963527675,1.4193037686946553e-46,1.7030709625279375e-45
GPR116,-1.8447917352507996,1.4821421935143787e-46,1.7761312935182514e-45
CDH23,-2.652775032487221,1.5775133795989339e-46,1.889176055844697e-45
C4orf49,-2.7593518885904875,1.6277467227296304e-46,1.9467722466391236e-45
LGALS12,-5.175245529758296,1.730906602699657e-46,2.067433916597235e-45
NAB1,-1.2769552022871018,1.7425747123870719e-46,2.080005737021762e-45
SERPING1,-1.7400682318288148,1.758703778447198e-46,2.0978823642905864e-45
IRAK3,-2.11658715671836,1.8236485778467567e-46,2.1739276399832686e-45
ANGPT1,-2.9920759984406136,1.8683502432244537e-46,2.2257578192025348e-45
CALN1,-2.6245937971064714,1.877791345292745e-46,2.235541913562056e-45
FAM82A1,-1.3531597851511732,1.8847454100380343e-46,2.2423542940472116e-45
CENPO,1.3124715195356513,1.8989026542358403e-46,2.2577220780571525e-45
CLIC2,-1.6478643290305817,1.91003927300081e-46,2.2694807367123854e-45
SOCS2,-2.300942172745388,1.9233856781843e-46,2.2838479778205354e-45
NFKBIL2,2.0698636489647395,1.9507330199984232e-46,2.3148105060646215e-45
ADIPOQ,-6.746529528718701,1.959327731776113e-46,2.323494638535543e-45
RASL11A,-1.8295398726500913,2.1448758329467527e-46,2.5418733585370924e-45
MYBPC1,-5.961248730832537,2.333187921134763e-46,2.7614447157617744e-45
DZIP1L,-1.5992832365936058,2.341821339630252e-46,2.769861848296912e-45
C8orf51,1.8225239062635357,2.349617311580386e-46,2.7772781767985558e-45
EPHA4,-1.9504791085506357,2.375940188150826e-46,2.8065697108961375e-45
FAM64A,3.0206805813046866,2.5074064787560346e-46,2.9599429398700455e-45
PAPLN,-1.7487563241791548,2.780863110008138e-46,3.2763787178950253e-45
TMIE,-1.7474548990730314,2.924892263267559e-46,3.4438430703919386e-45
CKS1B,1.0111395997574277,2.939667607216654e-46,3.4590025503661764e-45
KLHL2,-1.2703108247422676,2.946746374486131e-46,3.4650920061221607e-45
HEPN1,-4.770214069132808,2.9987514634052632e-46,3.523968553154681e-45
CDC45,3.5598717361171266,3.0364394901177696e-46,3.5659553573299203e-45
GPX3,-3.617403465303644,3.1479759035268338e-46,3.6945586958026406e-45
RBP4,-5.636683249588494,3.1630219226510873e-46,3.709825261470215e-45
SHISA3,-2.871521220653209,3.2886686266006652e-46,3.852228765123031e-45
KCNIP1,-2.4550266741748237,3.3839894890263666e-46,3.9613350912377464e-45
CYGB,-1.7757238586156125,3.4362368108050596e-46,4.0173293941608546e-45
ZCCHC24,-1.7245655158970816,3.722397650301068e-46,4.3490888593344245e-45
ETS1,-1.3767336914147101,3.796044103151496e-46,4.429448128824787e-45
PPP4R1L,-1.8900857446071209,3.998589483272243e-46,4.662801048302668e-45
KCNA1,-3.3181898813133497,4.106915304940553e-46,4.7860550125373174e-45
ALDH3A1,-3.7965442649224634,4.200248224920135e-46,4.891690239169624e-45
COL4A3,-2.805467560426231,4.75785060078285e-46,5.534003481536755e-45
MAOA,-3.6682446287793473,5.004974079520045e-46,5.817723063186678e-45
CDC20,3.206561400848998,5.016219370498656e-46,5.827073465295918e-45
HYMAI,-1.8359112535735949,5.0752429086922806e-46,5.891877976206989e-45
PDGFA,-1.7800255652776578,5.119283457354995e-46,5.939217130288909e-45
SNRPB,1.0352439920298018,5.1949896548233875e-46,6.023209980047779e-45
CPA1,-3.5811793554535214,5.478026844382752e-46,6.34329024480275e-45
GLIPR2,-1.4905903014814168,5.59357544839104e-46,6.472972275083414e-45
LOC100124692,-4.5783427185307115,5.8685864722398715e-46,6.782595527249675e-45
ATP13A5,-4.993405449189985,5.87440566070878e-46,6.785013086413828e-45
GUCY1A3,-1.7280717837650528,6.233327068678251e-46,7.195006507999378e-45
TRAIP,1.3670146625660564,6.422492588876522e-46,7.408658592859272e-45
ORC1L,2.3188089274885186,6.5545592835085295e-46,7.556215493204925e-45
C15orf52,-2.0366201247509315,7.136853019101097e-46,8.222287057385904e-45
C8orf47,-2.801722143290305,7.21885828730655e-46,8.311503947112026e-45
UBE2Q2P1,-1.8620670839469797,7.357317593574498e-46,8.465565875843022e-45
RPS25,-1.051244650437491,7.450633071847461e-46,8.567522034544494e-45
ULBP3,-2.2011476435935204,7.515080834111652e-46,8.63617527925091e-45
C6orf174,-2.1552674824569005,7.852141948620826e-46,9.006461240752672e-45
C11orf82,1.7556386727887023,7.89017850326211e-46,9.044390383808576e-45
ANGPT4,-2.944307233821364,8.35743006641357e-46,9.56794336471234e-45
TMEM200C,-2.1270119726241012,9.443915598502844e-46,1.0805002868607622e-44
FAM111B,3.067444724075198,9.696121071686683e-46,1.1086588685170394e-44
PPP4C,1.0546279909902108,9.709691978664119e-46,1.1095136414791146e-44
CNRIP1,-1.8343969462011618,1.0799103962256056e-45,1.232451971316282e-44
FBXL6,1.506725318374773,1.0838409557939835e-45,1.2361627141803184e-44
TIMM17B,1.1068115654509239,1.1033118495005394e-45,1.2575820661526812e-44
GLI2,-1.6554061292558266,1.1060859896145775e-45,1.2599551482449407e-44
IQCD,1.2993578705709101,1.1922940654015334e-45,1.356458054531507e-44
ZNF366,-2.1592950272892653,1.2050734928216417e-45,1.3701407114198843e-44
AMY1A,-2.935010725114787,1.2281967064519435e-45,1.394688998599172e-44
VSNL1,-2.709969721909382,1.2762664170430177e-45,1.448371420787659e-44
C7orf51,-2.331960803084119,1.2891978757457425e-45,1.4621351359626014e-44
CDC7,1.7984483366542507,1.3950172116271179e-45,1.581164277910861e-44
CDK6,-1.777534436454994,1.427125989187622e-45,1.6165509882502976e-44
GPR133,-3.2488490427098666,1.5326313138960772e-45,1.733902287560615e-44
CLEC3B,-3.5534164948453633,1.5447390224031812e-45,1.746514560546901e-44
COL11A1,5.331394169626614,1.563784808226029e-45,1.7669506433357172e-44
NUAK2,2.0157408472667413,1.5932705809823343e-45,1.7991503961303618e-44
POLR2K,1.0779483843021733,1.6391342798338382e-45,1.8497930127597868e-44
NAV2,-2.2366199081694553,1.7793097345239737e-45,2.0054969100643896e-44
KLF6,-1.605859256692371,1.7820524793079893e-45,2.00734537628981e-44
CALML3,-4.351034180888849,1.7944904169615667e-45,2.0201056932561163e-44
LATS2,-1.253010032054057,1.815010098656273e-45,2.0419424490630495e-44
PLB1,-1.8492113228796656,1.8991929340582956e-45,2.1340128999174785e-44
HSD17B11,-1.5666050766698447,1.9270069221624076e-45,2.163930105127841e-44
RDH5,-4.1813178809668194,1.9447908249923602e-45,2.1825540929306985e-44
HSPA12B,-1.8524554102053177,1.958322543881518e-45,2.1963860299615077e-44
GRM8,2.298579983539807,1.999676308890004e-45,2.2413859513993069e-44
C7orf41,-2.3481080524993487,2.212939031788144e-45,2.477375719289027e-44
STXBP6,-2.635032274971844,2.2913272867371637e-45,2.5619797666140414e-44
CDC42EP5,-1.7409743524213797,2.3391385257292875e-45,2.613832939462874e-44
BMP5,-3.54344155332236,2.390062731957847e-45,2.6690988901735393e-44
