Drug Name,Drug ID,Cell Line Name,AUC,drug_name_clean
Navitoclax,1011,HDQ-P1,.70423832086860605,NAVITOCLAX
Navitoclax,1011,JIMT-1,.84753929114722926,NAVITOCLAX
Navitoclax,1011,HCC1500,.4978263298421326,NAVITOCLAX
Navitoclax,1011,YMB-1-E,.98046341493343914,NAVITOCLAX
Navitoclax,1011,MDA-MB-330,.4104393941565373,NAVITOCLAX
Vorinostat,1012,HCC1954,.9372457423185534,VORINOSTAT
Vorinostat,1012,HCC1143,.8134850116808432,VORINOSTAT
Vorinostat,1012,HCC1187,.91821187878593624,VORINOSTAT
Vorinostat,1012,HCC1395,.89751311570901604,VORINOSTAT
Vorinostat,1012,HCC1599,.670984350428242,VORINOSTAT
Vorinostat,1012,HCC1937,.88539885635194082,VORINOSTAT
Vorinostat,1012,HCC2157,.61988923424250775,VORINOSTAT
Vorinostat,1012,HCC2218,.85866665575434031,VORINOSTAT
Vorinostat,1012,HCC38,.87899390488809992,VORINOSTAT
Vorinostat,1012,T47D,.8073359752107202,VORINOSTAT
Vorinostat,1012,MCF7,.78170976031660044,VORINOSTAT
Vorinostat,1012,BT-549,.91536894245271161,VORINOSTAT
Vorinostat,1012,Hs-578-T,.71563431377284226,VORINOSTAT
Vorinostat,1012,MDA-MB-231,.77162183977831456,VORINOSTAT
Vorinostat,1012,BT-20,.9451741435182669,VORINOSTAT
Vorinostat,1012,COLO-824,.73053420191344198,VORINOSTAT
Vorinostat,1012,CAL-120,.81364636680130831,VORINOSTAT
Vorinostat,1012,DU-4475,.6872197740704582,VORINOSTAT
